"Plot Title: RDRCRK_U"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20137141, SEN S/N: 20137141, LBL: Temp)","Coupler Attached (LGR S/N: 20137141)","Coupler Detached (LGR S/N: 20137141)","Host Connected (LGR S/N: 20137141)","Stopped (LGR S/N: 20137141)","End Of File (LGR S/N: 20137141)"
594,07/19/22 19:30:00,4.207,,,,,
595,07/19/22 20:00:00,4.207,,,,,
596,07/19/22 20:30:00,4.207,,,,,
597,07/19/22 21:00:00,4.102,,,,,
598,07/19/22 21:30:00,4.102,,,,,
599,07/19/22 22:00:00,4.102,,,,,
600,07/19/22 22:30:00,4.102,,,,,
601,07/19/22 23:00:00,4.102,,,,,
602,07/19/22 23:30:00,4.102,,,,,
603,07/20/22 00:00:00,4.102,,,,,
604,07/20/22 00:30:00,4.102,,,,,
605,07/20/22 01:00:00,4.102,,,,,
606,07/20/22 01:30:00,4.102,,,,,
607,07/20/22 02:00:00,3.998,,,,,
608,07/20/22 02:30:00,3.998,,,,,
609,07/20/22 03:00:00,3.998,,,,,
610,07/20/22 03:30:00,3.998,,,,,
611,07/20/22 04:00:00,4.102,,,,,
612,07/20/22 04:30:00,3.998,,,,,
613,07/20/22 05:00:00,3.998,,,,,
614,07/20/22 05:30:00,3.998,,,,,
615,07/20/22 06:00:00,3.998,,,,,
616,07/20/22 06:30:00,3.998,,,,,
617,07/20/22 07:00:00,3.998,,,,,
618,07/20/22 07:30:00,3.998,,,,,
619,07/20/22 08:00:00,4.102,,,,,
620,07/20/22 08:30:00,4.102,,,,,
621,07/20/22 09:00:00,4.207,,,,,
622,07/20/22 09:30:00,4.207,,,,,
623,07/20/22 10:00:00,4.207,,,,,
624,07/20/22 10:30:00,4.311,,,,,
625,07/20/22 11:00:00,4.311,,,,,
626,07/20/22 11:30:00,4.311,,,,,
627,07/20/22 12:00:00,4.415,,,,,
628,07/20/22 12:30:00,4.415,,,,,
629,07/20/22 13:00:00,4.415,,,,,
630,07/20/22 13:30:00,4.519,,,,,
631,07/20/22 14:00:00,4.415,,,,,
632,07/20/22 14:30:00,4.415,,,,,
633,07/20/22 15:00:00,4.519,,,,,
634,07/20/22 15:30:00,4.415,,,,,
635,07/20/22 16:00:00,4.415,,,,,
636,07/20/22 16:30:00,4.415,,,,,
637,07/20/22 17:00:00,4.415,,,,,
638,07/20/22 17:30:00,4.415,,,,,
639,07/20/22 18:00:00,4.311,,,,,
640,07/20/22 18:30:00,4.311,,,,,
641,07/20/22 19:00:00,4.311,,,,,
642,07/20/22 19:30:00,4.207,,,,,
643,07/20/22 20:00:00,4.207,,,,,
644,07/20/22 20:30:00,4.207,,,,,
645,07/20/22 21:00:00,4.102,,,,,
646,07/20/22 21:30:00,4.102,,,,,
647,07/20/22 22:00:00,4.102,,,,,
648,07/20/22 22:30:00,4.102,,,,,
649,07/20/22 23:00:00,4.102,,,,,
650,07/20/22 23:30:00,4.102,,,,,
651,07/21/22 00:00:00,4.102,,,,,
652,07/21/22 00:30:00,4.102,,,,,
653,07/21/22 01:00:00,4.102,,,,,
654,07/21/22 01:30:00,4.102,,,,,
655,07/21/22 02:00:00,4.102,,,,,
656,07/21/22 02:30:00,4.102,,,,,
657,07/21/22 03:00:00,4.102,,,,,
658,07/21/22 03:30:00,3.998,,,,,
659,07/21/22 04:00:00,4.102,,,,,
660,07/21/22 04:30:00,4.102,,,,,
661,07/21/22 05:00:00,4.102,,,,,
662,07/21/22 05:30:00,3.998,,,,,
663,07/21/22 06:00:00,3.998,,,,,
664,07/21/22 06:30:00,3.998,,,,,
665,07/21/22 07:00:00,4.102,,,,,
666,07/21/22 07:30:00,4.102,,,,,
667,07/21/22 08:00:00,4.102,,,,,
668,07/21/22 08:30:00,4.102,,,,,
669,07/21/22 09:00:00,4.207,,,,,
670,07/21/22 09:30:00,4.207,,,,,
671,07/21/22 10:00:00,4.207,,,,,
672,07/21/22 10:30:00,4.311,,,,,
673,07/21/22 11:00:00,4.311,,,,,
674,07/21/22 11:30:00,4.415,,,,,
675,07/21/22 12:00:00,4.415,,,,,
676,07/21/22 12:30:00,4.415,,,,,
677,07/21/22 13:00:00,4.519,,,,,
678,07/21/22 13:30:00,4.519,,,,,
679,07/21/22 14:00:00,4.519,,,,,
680,07/21/22 14:30:00,4.519,,,,,
681,07/21/22 15:00:00,4.415,,,,,
682,07/21/22 15:30:00,4.415,,,,,
683,07/21/22 16:00:00,4.415,,,,,
684,07/21/22 16:30:00,4.415,,,,,
685,07/21/22 17:00:00,4.415,,,,,
686,07/21/22 17:30:00,4.415,,,,,
687,07/21/22 18:00:00,4.311,,,,,
688,07/21/22 18:30:00,4.311,,,,,
689,07/21/22 19:00:00,4.311,,,,,
690,07/21/22 19:30:00,4.311,,,,,
691,07/21/22 20:00:00,4.207,,,,,
692,07/21/22 20:30:00,4.207,,,,,
693,07/21/22 21:00:00,4.207,,,,,
694,07/21/22 21:30:00,4.102,,,,,
695,07/21/22 22:00:00,4.102,,,,,
696,07/21/22 22:30:00,4.102,,,,,
697,07/21/22 23:00:00,4.102,,,,,
698,07/21/22 23:30:00,4.102,,,,,
699,07/22/22 00:00:00,4.102,,,,,
700,07/22/22 00:30:00,4.102,,,,,
701,07/22/22 01:00:00,4.102,,,,,
702,07/22/22 01:30:00,4.102,,,,,
703,07/22/22 02:00:00,4.102,,,,,
704,07/22/22 02:30:00,4.102,,,,,
705,07/22/22 03:00:00,4.102,,,,,
706,07/22/22 03:30:00,4.102,,,,,
707,07/22/22 04:00:00,4.102,,,,,
708,07/22/22 04:30:00,4.102,,,,,
709,07/22/22 05:00:00,4.102,,,,,
710,07/22/22 05:30:00,4.102,,,,,
711,07/22/22 06:00:00,4.102,,,,,
712,07/22/22 06:30:00,4.102,,,,,
713,07/22/22 07:00:00,4.102,,,,,
714,07/22/22 07:30:00,4.102,,,,,
715,07/22/22 08:00:00,4.102,,,,,
716,07/22/22 08:30:00,4.102,,,,,
717,07/22/22 09:00:00,4.102,,,,,
718,07/22/22 09:30:00,4.102,,,,,
719,07/22/22 10:00:00,4.207,,,,,
720,07/22/22 10:30:00,4.207,,,,,
721,07/22/22 11:00:00,4.311,,,,,
722,07/22/22 11:30:00,4.311,,,,,
723,07/22/22 12:00:00,4.311,,,,,
724,07/22/22 12:30:00,4.415,,,,,
725,07/22/22 13:00:00,4.415,,,,,
726,07/22/22 13:30:00,4.519,,,,,
727,07/22/22 14:00:00,4.415,,,,,
728,07/22/22 14:30:00,4.415,,,,,
729,07/22/22 15:00:00,4.415,,,,,
730,07/22/22 15:30:00,4.415,,,,,
731,07/22/22 16:00:00,4.415,,,,,
732,07/22/22 16:30:00,4.415,,,,,
733,07/22/22 17:00:00,4.311,,,,,
734,07/22/22 17:30:00,4.311,,,,,
735,07/22/22 18:00:00,4.311,,,,,
736,07/22/22 18:30:00,4.311,,,,,
737,07/22/22 19:00:00,4.207,,,,,
738,07/22/22 19:30:00,4.207,,,,,
739,07/22/22 20:00:00,4.207,,,,,
740,07/22/22 20:30:00,4.102,,,,,
741,07/22/22 21:00:00,4.102,,,,,
742,07/22/22 21:30:00,4.102,,,,,
743,07/22/22 22:00:00,4.102,,,,,
744,07/22/22 22:30:00,4.102,,,,,
745,07/22/22 23:00:00,4.102,,,,,
746,07/22/22 23:30:00,4.102,,,,,
747,07/23/22 00:00:00,4.102,,,,,
748,07/23/22 00:30:00,4.102,,,,,
749,07/23/22 01:00:00,4.102,,,,,
750,07/23/22 01:30:00,4.102,,,,,
751,07/23/22 02:00:00,4.102,,,,,
752,07/23/22 02:30:00,4.102,,,,,
753,07/23/22 03:00:00,4.102,,,,,
754,07/23/22 03:30:00,4.102,,,,,
755,07/23/22 04:00:00,4.102,,,,,
756,07/23/22 04:30:00,3.998,,,,,
757,07/23/22 05:00:00,3.998,,,,,
758,07/23/22 05:30:00,3.998,,,,,
759,07/23/22 06:00:00,3.998,,,,,
760,07/23/22 06:30:00,3.998,,,,,
761,07/23/22 07:00:00,3.998,,,,,
762,07/23/22 07:30:00,3.998,,,,,
763,07/23/22 08:00:00,4.102,,,,,
764,07/23/22 08:30:00,4.102,,,,,
765,07/23/22 09:00:00,4.102,,,,,
766,07/23/22 09:30:00,4.207,,,,,
767,07/23/22 10:00:00,4.207,,,,,
768,07/23/22 10:30:00,4.207,,,,,
769,07/23/22 11:00:00,4.311,,,,,
770,07/23/22 11:30:00,4.311,,,,,
771,07/23/22 12:00:00,4.311,,,,,
772,07/23/22 12:30:00,4.415,,,,,
773,07/23/22 13:00:00,4.415,,,,,
774,07/23/22 13:30:00,4.519,,,,,
775,07/23/22 14:00:00,4.415,,,,,
776,07/23/22 14:30:00,4.415,,,,,
777,07/23/22 15:00:00,4.415,,,,,
778,07/23/22 15:30:00,4.415,,,,,
779,07/23/22 16:00:00,4.415,,,,,
780,07/23/22 16:30:00,4.311,,,,,
781,07/23/22 17:00:00,4.311,,,,,
782,07/23/22 17:30:00,4.311,,,,,
783,07/23/22 18:00:00,4.311,,,,,
784,07/23/22 18:30:00,4.311,,,,,
785,07/23/22 19:00:00,4.311,,,,,
786,07/23/22 19:30:00,4.207,,,,,
787,07/23/22 20:00:00,4.207,,,,,
788,07/23/22 20:30:00,4.207,,,,,
789,07/23/22 21:00:00,4.102,,,,,
790,07/23/22 21:30:00,4.102,,,,,
791,07/23/22 22:00:00,4.102,,,,,
792,07/23/22 22:30:00,4.102,,,,,
793,07/23/22 23:00:00,4.102,,,,,
794,07/23/22 23:30:00,4.102,,,,,
795,07/24/22 00:00:00,4.102,,,,,
796,07/24/22 00:30:00,4.102,,,,,
797,07/24/22 01:00:00,4.102,,,,,
798,07/24/22 01:30:00,3.998,,,,,
799,07/24/22 02:00:00,4.102,,,,,
800,07/24/22 02:30:00,4.102,,,,,
801,07/24/22 03:00:00,4.102,,,,,
802,07/24/22 03:30:00,3.998,,,,,
803,07/24/22 04:00:00,3.998,,,,,
804,07/24/22 04:30:00,4.102,,,,,
805,07/24/22 05:00:00,3.998,,,,,
806,07/24/22 05:30:00,3.998,,,,,
807,07/24/22 06:00:00,4.102,,,,,
808,07/24/22 06:30:00,4.102,,,,,
809,07/24/22 07:00:00,3.998,,,,,
810,07/24/22 07:30:00,3.998,,,,,
811,07/24/22 08:00:00,3.998,,,,,
812,07/24/22 08:30:00,4.102,,,,,
813,07/24/22 09:00:00,4.207,,,,,
814,07/24/22 09:30:00,4.207,,,,,
815,07/24/22 10:00:00,4.311,,,,,
816,07/24/22 10:30:00,4.311,,,,,
817,07/24/22 11:00:00,4.311,,,,,
818,07/24/22 11:30:00,4.415,,,,,
819,07/24/22 12:00:00,4.415,,,,,
820,07/24/22 12:30:00,4.415,,,,,
821,07/24/22 13:00:00,4.519,,,,,
822,07/24/22 13:30:00,4.519,,,,,
823,07/24/22 14:00:00,4.519,,,,,
824,07/24/22 14:30:00,4.519,,,,,
825,07/24/22 15:00:00,4.519,,,,,
826,07/24/22 15:30:00,4.415,,,,,
827,07/24/22 16:00:00,4.519,,,,,
828,07/24/22 16:30:00,4.415,,,,,
829,07/24/22 17:00:00,4.415,,,,,
830,07/24/22 17:30:00,4.415,,,,,
831,07/24/22 18:00:00,4.415,,,,,
832,07/24/22 18:30:00,4.311,,,,,
833,07/24/22 19:00:00,4.311,,,,,
834,07/24/22 19:30:00,4.311,,,,,
835,07/24/22 20:00:00,4.207,,,,,
836,07/24/22 20:30:00,4.207,,,,,
837,07/24/22 21:00:00,4.207,,,,,
838,07/24/22 21:30:00,4.207,,,,,
839,07/24/22 22:00:00,4.102,,,,,
840,07/24/22 22:30:00,4.102,,,,,
841,07/24/22 23:00:00,4.102,,,,,
842,07/24/22 23:30:00,4.102,,,,,
843,07/25/22 00:00:00,4.102,,,,,
844,07/25/22 00:30:00,4.102,,,,,
845,07/25/22 01:00:00,4.102,,,,,
846,07/25/22 01:30:00,4.102,,,,,
847,07/25/22 02:00:00,4.102,,,,,
848,07/25/22 02:30:00,4.102,,,,,
849,07/25/22 03:00:00,4.102,,,,,
850,07/25/22 03:30:00,4.102,,,,,
851,07/25/22 04:00:00,4.102,,,,,
852,07/25/22 04:30:00,4.102,,,,,
853,07/25/22 05:00:00,4.102,,,,,
854,07/25/22 05:30:00,4.102,,,,,
855,07/25/22 06:00:00,4.102,,,,,
856,07/25/22 06:30:00,4.102,,,,,
857,07/25/22 07:00:00,4.102,,,,,
858,07/25/22 07:30:00,4.102,,,,,
859,07/25/22 08:00:00,4.102,,,,,
860,07/25/22 08:30:00,4.102,,,,,
861,07/25/22 09:00:00,4.207,,,,,
862,07/25/22 09:30:00,4.207,,,,,
863,07/25/22 10:00:00,4.311,,,,,
864,07/25/22 10:30:00,4.311,,,,,
865,07/25/22 11:00:00,4.415,,,,,
866,07/25/22 11:30:00,4.415,,,,,
867,07/25/22 12:00:00,4.415,,,,,
868,07/25/22 12:30:00,4.519,,,,,
869,07/25/22 13:00:00,4.519,,,,,
870,07/25/22 13:30:00,4.519,,,,,
871,07/25/22 14:00:00,4.519,,,,,
872,07/25/22 14:30:00,4.519,,,,,
873,07/25/22 15:00:00,4.519,,,,,
874,07/25/22 15:30:00,4.519,,,,,
875,07/25/22 16:00:00,4.519,,,,,
876,07/25/22 16:30:00,4.415,,,,,
877,07/25/22 17:00:00,4.415,,,,,
878,07/25/22 17:30:00,4.415,,,,,
879,07/25/22 18:00:00,4.415,,,,,
880,07/25/22 18:30:00,4.311,,,,,
881,07/25/22 19:00:00,4.311,,,,,
882,07/25/22 19:30:00,4.311,,,,,
883,07/25/22 20:00:00,4.311,,,,,
884,07/25/22 20:30:00,4.207,,,,,
885,07/25/22 21:00:00,4.207,,,,,
886,07/25/22 21:30:00,4.207,,,,,
887,07/25/22 22:00:00,4.207,,,,,
888,07/25/22 22:30:00,4.207,,,,,
889,07/25/22 23:00:00,4.207,,,,,
890,07/25/22 23:30:00,4.207,,,,,
891,07/26/22 00:00:00,4.207,,,,,
892,07/26/22 00:30:00,4.207,,,,,
893,07/26/22 01:00:00,4.207,,,,,
894,07/26/22 01:30:00,4.207,,,,,
895,07/26/22 02:00:00,4.207,,,,,
896,07/26/22 02:30:00,4.102,,,,,
897,07/26/22 03:00:00,4.102,,,,,
898,07/26/22 03:30:00,4.102,,,,,
899,07/26/22 04:00:00,4.207,,,,,
900,07/26/22 04:30:00,4.102,,,,,
901,07/26/22 05:00:00,4.102,,,,,
902,07/26/22 05:30:00,4.102,,,,,
903,07/26/22 06:00:00,4.102,,,,,
904,07/26/22 06:30:00,4.207,,,,,
905,07/26/22 07:00:00,4.207,,,,,
906,07/26/22 07:30:00,4.102,,,,,
907,07/26/22 08:00:00,4.207,,,,,
908,07/26/22 08:30:00,4.207,,,,,
909,07/26/22 09:00:00,4.311,,,,,
910,07/26/22 09:30:00,4.311,,,,,
911,07/26/22 10:00:00,4.415,,,,,
912,07/26/22 10:30:00,4.415,,,,,
913,07/26/22 11:00:00,4.519,,,,,
914,07/26/22 11:30:00,4.519,,,,,
915,07/26/22 12:00:00,4.519,,,,,
916,07/26/22 12:30:00,4.519,,,,,
917,07/26/22 13:00:00,4.623,,,,,
918,07/26/22 13:30:00,4.623,,,,,
919,07/26/22 14:00:00,4.519,,,,,
920,07/26/22 14:30:00,4.519,,,,,
921,07/26/22 15:00:00,4.519,,,,,
922,07/26/22 15:30:00,4.519,,,,,
923,07/26/22 16:00:00,4.519,,,,,
924,07/26/22 16:30:00,4.519,,,,,
925,07/26/22 17:00:00,4.519,,,,,
926,07/26/22 17:30:00,4.415,,,,,
927,07/26/22 18:00:00,4.415,,,,,
928,07/26/22 18:30:00,4.415,,,,,
929,07/26/22 19:00:00,4.415,,,,,
930,07/26/22 19:30:00,4.311,,,,,
931,07/26/22 20:00:00,4.311,,,,,
932,07/26/22 20:30:00,4.311,,,,,
933,07/26/22 21:00:00,4.207,,,,,
934,07/26/22 21:30:00,4.207,,,,,
935,07/26/22 22:00:00,4.207,,,,,
936,07/26/22 22:30:00,4.207,,,,,
937,07/26/22 23:00:00,4.207,,,,,
938,07/26/22 23:30:00,4.207,,,,,
939,07/27/22 00:00:00,4.102,,,,,
940,07/27/22 00:30:00,4.102,,,,,
941,07/27/22 01:00:00,4.102,,,,,
942,07/27/22 01:30:00,4.102,,,,,
943,07/27/22 02:00:00,4.102,,,,,
944,07/27/22 02:30:00,4.102,,,,,
945,07/27/22 03:00:00,4.102,,,,,
946,07/27/22 03:30:00,4.102,,,,,
947,07/27/22 04:00:00,4.102,,,,,
948,07/27/22 04:30:00,4.102,,,,,
949,07/27/22 05:00:00,4.102,,,,,
950,07/27/22 05:30:00,4.102,,,,,
951,07/27/22 06:00:00,4.102,,,,,
952,07/27/22 06:30:00,4.102,,,,,
953,07/27/22 07:00:00,4.102,,,,,
954,07/27/22 07:30:00,4.102,,,,,
955,07/27/22 08:00:00,4.102,,,,,
956,07/27/22 08:30:00,4.207,,,,,
957,07/27/22 09:00:00,4.207,,,,,
958,07/27/22 09:30:00,4.311,,,,,
959,07/27/22 10:00:00,4.311,,,,,
960,07/27/22 10:30:00,4.311,,,,,
961,07/27/22 11:00:00,4.311,,,,,
962,07/27/22 11:30:00,4.415,,,,,
963,07/27/22 12:00:00,4.415,,,,,
964,07/27/22 12:30:00,4.519,,,,,
965,07/27/22 13:00:00,4.519,,,,,
966,07/27/22 13:30:00,4.519,,,,,
967,07/27/22 14:00:00,4.623,,,,,
968,07/27/22 14:30:00,4.519,,,,,
969,07/27/22 15:00:00,4.519,,,,,
970,07/27/22 15:30:00,4.519,,,,,
971,07/27/22 16:00:00,4.519,,,,,
972,07/27/22 16:30:00,4.519,,,,,
973,07/27/22 17:00:00,4.415,,,,,
974,07/27/22 17:30:00,4.415,,,,,
975,07/27/22 18:00:00,4.415,,,,,
976,07/27/22 18:30:00,4.415,,,,,
977,07/27/22 19:00:00,4.415,,,,,
978,07/27/22 19:30:00,4.311,,,,,
979,07/27/22 20:00:00,4.311,,,,,
980,07/27/22 20:30:00,4.311,,,,,
981,07/27/22 21:00:00,4.207,,,,,
982,07/27/22 21:30:00,4.207,,,,,
983,07/27/22 22:00:00,4.207,,,,,
984,07/27/22 22:30:00,4.207,,,,,
985,07/27/22 23:00:00,4.207,,,,,
986,07/27/22 23:30:00,4.207,,,,,
987,07/28/22 00:00:00,4.207,,,,,
988,07/28/22 00:30:00,4.102,,,,,
989,07/28/22 01:00:00,4.102,,,,,
990,07/28/22 01:30:00,4.102,,,,,
991,07/28/22 02:00:00,4.102,,,,,
992,07/28/22 02:30:00,4.102,,,,,
993,07/28/22 03:00:00,4.102,,,,,
994,07/28/22 03:30:00,4.102,,,,,
995,07/28/22 04:00:00,4.102,,,,,
996,07/28/22 04:30:00,4.102,,,,,
997,07/28/22 05:00:00,4.102,,,,,
998,07/28/22 05:30:00,4.102,,,,,
999,07/28/22 06:00:00,4.102,,,,,
1000,07/28/22 06:30:00,4.102,,,,,
1001,07/28/22 07:00:00,4.102,,,,,
1002,07/28/22 07:30:00,4.102,,,,,
1003,07/28/22 08:00:00,4.207,,,,,
1004,07/28/22 08:30:00,4.207,,,,,
1005,07/28/22 09:00:00,4.311,,,,,
1006,07/28/22 09:30:00,4.311,,,,,
1007,07/28/22 10:00:00,4.311,,,,,
1008,07/28/22 10:30:00,4.311,,,,,
1009,07/28/22 11:00:00,4.415,,,,,
1010,07/28/22 11:30:00,4.415,,,,,
1011,07/28/22 12:00:00,4.415,,,,,
1012,07/28/22 12:30:00,4.519,,,,,
1013,07/28/22 13:00:00,4.519,,,,,
1014,07/28/22 13:30:00,4.519,,,,,
1015,07/28/22 14:00:00,4.519,,,,,
1016,07/28/22 14:30:00,4.519,,,,,
1017,07/28/22 15:00:00,4.519,,,,,
1018,07/28/22 15:30:00,4.519,,,,,
1019,07/28/22 16:00:00,4.519,,,,,
1020,07/28/22 16:30:00,4.519,,,,,
1021,07/28/22 17:00:00,4.519,,,,,
1022,07/28/22 17:30:00,4.415,,,,,
1023,07/28/22 18:00:00,4.415,,,,,
1024,07/28/22 18:30:00,4.415,,,,,
1025,07/28/22 19:00:00,4.311,,,,,
1026,07/28/22 19:30:00,4.311,,,,,
1027,07/28/22 20:00:00,4.311,,,,,
1028,07/28/22 20:30:00,4.311,,,,,
1029,07/28/22 21:00:00,4.207,,,,,
1030,07/28/22 21:30:00,4.207,,,,,
1031,07/28/22 22:00:00,4.207,,,,,
1032,07/28/22 22:30:00,4.207,,,,,
1033,07/28/22 23:00:00,4.207,,,,,
1034,07/28/22 23:30:00,4.207,,,,,
1035,07/29/22 00:00:00,4.207,,,,,
1036,07/29/22 00:30:00,4.207,,,,,
1037,07/29/22 01:00:00,4.207,,,,,
1038,07/29/22 01:30:00,4.102,,,,,
1039,07/29/22 02:00:00,4.207,,,,,
1040,07/29/22 02:30:00,4.207,,,,,
1041,07/29/22 03:00:00,4.207,,,,,
1042,07/29/22 03:30:00,4.207,,,,,
1043,07/29/22 04:00:00,4.102,,,,,
1044,07/29/22 04:30:00,4.207,,,,,
1045,07/29/22 05:00:00,4.207,,,,,
1046,07/29/22 05:30:00,4.207,,,,,
1047,07/29/22 06:00:00,4.207,,,,,
1048,07/29/22 06:30:00,4.102,,,,,
1049,07/29/22 07:00:00,4.207,,,,,
1050,07/29/22 07:30:00,4.207,,,,,
1051,07/29/22 08:00:00,4.207,,,,,
1052,07/29/22 08:30:00,4.207,,,,,
1053,07/29/22 09:00:00,4.311,,,,,
1054,07/29/22 09:30:00,4.311,,,,,
1055,07/29/22 10:00:00,4.311,,,,,
1056,07/29/22 10:30:00,4.415,,,,,
1057,07/29/22 11:00:00,4.415,,,,,
1058,07/29/22 11:30:00,4.415,,,,,
1059,07/29/22 12:00:00,4.519,,,,,
1060,07/29/22 12:30:00,4.519,,,,,
1061,07/29/22 13:00:00,4.519,,,,,
1062,07/29/22 13:30:00,4.519,,,,,
1063,07/29/22 14:00:00,4.623,,,,,
1064,07/29/22 14:30:00,4.623,,,,,
1065,07/29/22 15:00:00,4.623,,,,,
1066,07/29/22 15:30:00,4.623,,,,,
1067,07/29/22 16:00:00,4.623,,,,,
1068,07/29/22 16:30:00,4.519,,,,,
1069,07/29/22 17:00:00,4.519,,,,,
1070,07/29/22 17:30:00,4.519,,,,,
1071,07/29/22 18:00:00,4.415,,,,,
1072,07/29/22 18:30:00,4.415,,,,,
1073,07/29/22 19:00:00,4.415,,,,,
1074,07/29/22 19:30:00,4.311,,,,,
1075,07/29/22 20:00:00,4.311,,,,,
1076,07/29/22 20:30:00,4.311,,,,,
1077,07/29/22 21:00:00,4.311,,,,,
1078,07/29/22 21:30:00,4.207,,,,,
1079,07/29/22 22:00:00,4.207,,,,,
1080,07/29/22 22:30:00,4.207,,,,,
1081,07/29/22 23:00:00,4.207,,,,,
1082,07/29/22 23:30:00,4.207,,,,,
1083,07/30/22 00:00:00,4.102,,,,,
1084,07/30/22 00:30:00,4.207,,,,,
1085,07/30/22 01:00:00,4.102,,,,,
1086,07/30/22 01:30:00,4.102,,,,,
1087,07/30/22 02:00:00,4.102,,,,,
1088,07/30/22 02:30:00,4.102,,,,,
1089,07/30/22 03:00:00,4.102,,,,,
1090,07/30/22 03:30:00,4.102,,,,,
1091,07/30/22 04:00:00,4.102,,,,,
1092,07/30/22 04:30:00,4.102,,,,,
1093,07/30/22 05:00:00,4.102,,,,,
1094,07/30/22 05:30:00,4.102,,,,,
1095,07/30/22 06:00:00,4.102,,,,,
1096,07/30/22 06:30:00,4.102,,,,,
1097,07/30/22 07:00:00,4.102,,,,,
1098,07/30/22 07:30:00,4.102,,,,,
1099,07/30/22 08:00:00,4.102,,,,,
1100,07/30/22 08:30:00,4.207,,,,,
1101,07/30/22 09:00:00,4.207,,,,,
1102,07/30/22 09:30:00,4.311,,,,,
1103,07/30/22 10:00:00,4.311,,,,,
1104,07/30/22 10:30:00,4.311,,,,,
1105,07/30/22 11:00:00,4.415,,,,,
1106,07/30/22 11:30:00,4.415,,,,,
1107,07/30/22 12:00:00,4.415,,,,,
1108,07/30/22 12:30:00,4.519,,,,,
1109,07/30/22 13:00:00,4.519,,,,,
1110,07/30/22 13:30:00,4.623,,,,,
1111,07/30/22 14:00:00,4.519,,,,,
1112,07/30/22 14:30:00,4.519,,,,,
1113,07/30/22 15:00:00,4.519,,,,,
1114,07/30/22 15:30:00,4.519,,,,,
1115,07/30/22 16:00:00,4.519,,,,,
1116,07/30/22 16:30:00,4.519,,,,,
1117,07/30/22 17:00:00,4.519,,,,,
1118,07/30/22 17:30:00,4.415,,,,,
1119,07/30/22 18:00:00,4.415,,,,,
1120,07/30/22 18:30:00,4.415,,,,,
1121,07/30/22 19:00:00,4.415,,,,,
1122,07/30/22 19:30:00,4.311,,,,,
1123,07/30/22 20:00:00,4.311,,,,,
1124,07/30/22 20:30:00,4.311,,,,,
1125,07/30/22 21:00:00,4.207,,,,,
1126,07/30/22 21:30:00,4.207,,,,,
1127,07/30/22 22:00:00,4.207,,,,,
1128,07/30/22 22:30:00,4.207,,,,,
1129,07/30/22 23:00:00,4.207,,,,,
1130,07/30/22 23:30:00,4.207,,,,,
1131,07/31/22 00:00:00,4.102,,,,,
1132,07/31/22 00:30:00,4.102,,,,,
1133,07/31/22 01:00:00,4.102,,,,,
1134,07/31/22 01:30:00,4.102,,,,,
1135,07/31/22 02:00:00,4.102,,,,,
1136,07/31/22 02:30:00,4.102,,,,,
1137,07/31/22 03:00:00,4.102,,,,,
1138,07/31/22 03:30:00,4.102,,,,,
1139,07/31/22 04:00:00,4.102,,,,,
1140,07/31/22 04:30:00,4.207,,,,,
1141,07/31/22 05:00:00,4.207,,,,,
1142,07/31/22 05:30:00,4.102,,,,,
1143,07/31/22 06:00:00,4.102,,,,,
1144,07/31/22 06:30:00,4.102,,,,,
1145,07/31/22 07:00:00,4.102,,,,,
1146,07/31/22 07:30:00,4.102,,,,,
1147,07/31/22 08:00:00,4.102,,,,,
1148,07/31/22 08:30:00,4.207,,,,,
1149,07/31/22 09:00:00,4.207,,,,,
1150,07/31/22 09:30:00,4.311,,,,,
1151,07/31/22 10:00:00,4.311,,,,,
1152,07/31/22 10:30:00,4.311,,,,,
1153,07/31/22 11:00:00,4.415,,,,,
1154,07/31/22 11:30:00,4.415,,,,,
1155,07/31/22 12:00:00,4.519,,,,,
1156,07/31/22 12:30:00,4.519,,,,,
1157,07/31/22 13:00:00,4.519,,,,,
1158,07/31/22 13:30:00,4.623,,,,,
1159,07/31/22 14:00:00,4.519,,,,,
1160,07/31/22 14:30:00,4.519,,,,,
1161,07/31/22 15:00:00,4.519,,,,,
1162,07/31/22 15:30:00,4.519,,,,,
1163,07/31/22 16:00:00,4.519,,,,,
1164,07/31/22 16:30:00,4.519,,,,,
1165,07/31/22 17:00:00,4.519,,,,,
1166,07/31/22 17:30:00,4.415,,,,,
1167,07/31/22 18:00:00,4.415,,,,,
1168,07/31/22 18:30:00,4.415,,,,,
1169,07/31/22 19:00:00,4.415,,,,,
1170,07/31/22 19:30:00,4.311,,,,,
1171,07/31/22 20:00:00,4.311,,,,,
1172,07/31/22 20:30:00,4.311,,,,,
1173,07/31/22 21:00:00,4.207,,,,,
1174,07/31/22 21:30:00,4.207,,,,,
1175,07/31/22 22:00:00,4.207,,,,,
1176,07/31/22 22:30:00,4.207,,,,,
1177,07/31/22 23:00:00,4.207,,,,,
1178,07/31/22 23:30:00,4.207,,,,,
1179,08/01/22 00:00:00,4.207,,,,,
1180,08/01/22 00:30:00,4.207,,,,,
1181,08/01/22 01:00:00,4.207,,,,,
1182,08/01/22 01:30:00,4.207,,,,,
1183,08/01/22 02:00:00,4.207,,,,,
1184,08/01/22 02:30:00,4.207,,,,,
1185,08/01/22 03:00:00,4.102,,,,,
1186,08/01/22 03:30:00,4.102,,,,,
