"Plot Title: PPCAST2021"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20133753, SEN S/N: 20133753)","RH, % (LGR S/N: 20133753, SEN S/N: 20133753)","Coupler Detached (LGR S/N: 20133753)","Bad Battery (LGR S/N: 20133753)","Good Battery (LGR S/N: 20133753)","Coupler Attached (LGR S/N: 20133753)","Host Connected (LGR S/N: 20133753)","Stopped (LGR S/N: 20133753)","End Of File (LGR S/N: 20133753)"
467,08/16/21 04:00:00,12.413,61.362,,,,,,,
468,08/16/21 05:00:00,12.219,59.912,,,,,,,
469,08/16/21 06:00:00,11.662,65.323,,,,,,,
470,08/16/21 07:00:00,11.419,65.945,,,,,,,
471,08/16/21 08:00:00,18.438,51.714,,,,,,,
472,08/16/21 09:00:00,20.650,46.058,,,,,,,
473,08/16/21 10:00:00,21.557,44.409,,,,,,,
474,08/16/21 11:00:00,23.593,43.778,,,,,,,
475,08/16/21 12:00:00,24.388,40.287,,,,,,,
476,08/16/21 13:00:00,24.508,44.565,,,,,,,
477,08/16/21 14:00:00,23.905,46.715,,,,,,,
478,08/16/21 15:00:00,23.665,40.143,,,,,,,
479,08/16/21 16:00:00,22.776,42.649,,,,,,,
480,08/16/21 17:00:00,20.412,55.433,,,,,,,
481,08/16/21 18:00:00,17.225,69.844,,,,,,,
482,08/16/21 19:00:00,14.361,83.035,,,,,,,
483,08/16/21 20:00:00,12.630,94.409,,,,,,,
484,08/16/21 21:00:00,12.001,96.562,,,,,,,
485,08/16/21 22:00:00,11.492,97.308,,,,,,,
486,08/16/21 23:00:00,9.509,97.518,,,,,,,
487,08/17/21 00:00:00,7.670,97.558,,,,,,,
488,08/17/21 01:00:00,5.847,97.888,,,,,,,
489,08/17/21 02:00:00,5.539,97.117,,,,,,,
490,08/17/21 03:00:00,5.616,93.300,,,,,,,
491,08/17/21 04:00:00,5.847,88.777,,,,,,,
492,08/17/21 05:00:00,5.796,94.918,,,,,,,
493,08/17/21 06:00:00,5.616,90.377,,,,,,,
494,08/17/21 07:00:00,6.000,86.315,,,,,,,
495,08/17/21 08:00:00,6.788,82.093,,,,,,,
496,08/17/21 09:00:00,7.670,86.275,,,,,,,
497,08/17/21 10:00:00,7.820,90.195,,,,,,,
498,08/17/21 11:00:00,8.792,89.926,,,,,,,
499,08/17/21 12:00:00,9.682,85.388,,,,,,,
500,08/17/21 13:00:00,10.712,80.371,,,,,,,
501,08/17/21 14:00:00,10.320,79.224,,,,,,,
502,08/17/21 15:00:00,9.608,87.921,,,,,,,
503,08/17/21 16:00:00,9.632,91.682,,,,,,,
504,08/17/21 17:00:00,9.608,93.618,,,,,,,
505,08/17/21 18:00:00,10.026,88.989,,,,,,,
506,08/17/21 19:00:00,10.687,84.855,,,,,,,
507,08/17/21 20:00:00,10.712,80.099,,,,,,,
508,08/17/21 21:00:00,10.369,80.729,,,,,,,
509,08/17/21 22:00:00,10.736,81.027,,,,,,,
510,08/17/21 23:00:00,10.467,85.865,,,,,,,
511,08/18/21 00:00:00,10.810,81.476,,,,,,,
512,08/18/21 01:00:00,10.883,77.235,,,,,,,
513,08/18/21 02:00:00,10.590,76.512,,,,,,,
514,08/18/21 03:00:00,9.262,87.706,,,,,,,
515,08/18/21 04:00:00,9.460,84.701,,,,,,,
516,08/18/21 05:00:00,11.005,72.391,,,,,,,
517,08/18/21 06:00:00,9.657,84.375,,,,,,,
518,08/18/21 07:00:00,11.224,74.284,,,,,,,
519,08/18/21 08:00:00,14.290,72.670,,,,,,,
520,08/18/21 09:00:00,15.461,69.717,,,,,,,
521,08/18/21 10:00:00,17.249,60.938,,,,,,,
522,08/18/21 11:00:00,20.031,52.402,,,,,,,
523,08/18/21 12:00:00,19.127,58.792,,,,,,,
524,08/18/21 13:00:00,20.269,54.392,,,,,,,
525,08/18/21 14:00:00,20.650,54.199,,,,,,,
526,08/18/21 15:00:00,21.175,54.926,,,,,,,
527,08/18/21 16:00:00,20.770,53.533,,,,,,,
528,08/18/21 17:00:00,19.579,57.337,,,,,,,
529,08/18/21 18:00:00,18.913,58.789,,,,,,,
530,08/18/21 19:00:00,16.773,62.175,,,,,,,
531,08/18/21 20:00:00,16.177,64.565,,,,,,,
532,08/18/21 21:00:00,14.792,71.914,,,,,,,
533,08/18/21 22:00:00,13.978,76.356,,,,,,,
534,08/18/21 23:00:00,12.364,86.448,,,,,,,
535,08/19/21 00:00:00,12.001,85.270,,,,,,,
536,08/19/21 01:00:00,12.703,71.934,,,,,,,
537,08/19/21 02:00:00,13.690,64.954,,,,,,,
538,08/19/21 03:00:00,11.880,77.446,,,,,,,
539,08/19/21 04:00:00,10.761,83.805,,,,,,,
540,08/19/21 05:00:00,10.736,82.888,,,,,,,
541,08/19/21 06:00:00,9.805,89.116,,,,,,,
542,08/19/21 07:00:00,9.780,89.474,,,,,,,
543,08/19/21 08:00:00,15.724,75.873,,,,,,,
544,08/19/21 09:00:00,15.199,73.730,,,,,,,
545,08/19/21 10:00:00,17.177,64.945,,,,,,,
546,08/19/21 11:00:00,19.270,59.027,,,,,,,
547,08/19/21 12:00:00,20.936,51.026,,,,,,,
548,08/19/21 13:00:00,21.127,53.801,,,,,,,
549,08/19/21 14:00:00,21.246,54.378,,,,,,,
550,08/19/21 15:00:00,20.507,56.434,,,,,,,
551,08/19/21 16:00:00,20.365,57.610,,,,,,,
552,08/19/21 17:00:00,19.365,60.920,,,,,,,
553,08/19/21 18:00:00,17.058,69.494,,,,,,,
554,08/19/21 19:00:00,16.320,74.976,,,,,,,
555,08/19/21 20:00:00,13.930,87.354,,,,,,,
556,08/19/21 21:00:00,12.534,94.640,,,,,,,
557,08/19/21 22:00:00,12.098,96.436,,,,,,,
558,08/19/21 23:00:00,11.759,96.775,,,,,,,
559,08/20/21 00:00:00,11.492,97.610,,,,,,,
560,08/20/21 01:00:00,11.200,97.832,,,,,,,
561,08/20/21 02:00:00,11.200,97.982,,,,,,,
562,08/20/21 03:00:00,10.736,98.005,,,,,,,
563,08/20/21 04:00:00,10.394,98.260,,,,,,,
564,08/20/21 05:00:00,10.443,98.448,,,,,,,
565,08/20/21 06:00:00,9.410,98.361,,,,,,,
566,08/20/21 07:00:00,9.460,98.276,,,,,,,
567,08/20/21 08:00:00,9.460,98.499,,,,,,,
568,08/20/21 09:00:00,10.467,97.105,,,,,,,
569,08/20/21 10:00:00,10.834,90.671,,,,,,,
570,08/20/21 11:00:00,12.823,80.289,,,,,,,
571,08/20/21 12:00:00,13.690,77.662,,,,,,,
572,08/20/21 13:00:00,12.437,82.085,,,,,,,
573,08/20/21 14:00:00,12.751,80.766,,,,,,,
574,08/20/21 15:00:00,14.002,78.033,,,,,,,
575,08/20/21 16:00:00,13.353,76.004,,,,,,,
576,08/20/21 17:00:00,12.195,82.220,,,,,,,
577,08/20/21 18:00:00,10.980,86.675,,,,,,,
578,08/20/21 19:00:00,10.369,87.844,,,,,,,
579,08/20/21 20:00:00,9.706,90.310,,,,,,,
580,08/20/21 21:00:00,8.891,95.550,,,,,,,
581,08/20/21 22:00:00,8.866,97.541,,,,,,,
582,08/20/21 23:00:00,8.717,97.996,,,,,,,
583,08/21/21 00:00:00,8.419,98.309,,,,,,,
584,08/21/21 01:00:00,8.220,98.550,,,,,,,
585,08/21/21 02:00:00,7.870,98.551,,,,,,,
586,08/21/21 03:00:00,7.569,98.712,,,,,,,
587,08/21/21 04:00:00,7.670,98.765,,,,,,,
588,08/21/21 05:00:00,7.519,98.502,,,,,,,
589,08/21/21 06:00:00,7.343,97.863,,,,,,,
590,08/21/21 07:00:00,7.318,97.782,,,,,,,
591,08/21/21 08:00:00,7.945,96.294,,,,,,,
592,08/21/21 09:00:00,8.693,94.743,,,,,,,
593,08/21/21 10:00:00,10.173,91.074,,,,,,,
594,08/21/21 11:00:00,11.492,82.197,,,,,,,
595,08/21/21 12:00:00,11.540,85.881,,,,,,,
596,08/21/21 13:00:00,13.209,78.502,,,,,,,
597,08/21/21 14:00:00,12.920,80.420,,,,,,,
598,08/21/21 15:00:00,13.016,81.671,,,,,,,
599,08/21/21 16:00:00,10.785,92.877,,,,,,,
600,08/21/21 17:00:00,11.492,87.353,,,,,,,
601,08/21/21 18:00:00,10.614,93.115,,,,,,,
602,08/21/21 19:00:00,9.928,95.324,,,,,,,
603,08/21/21 20:00:00,9.460,95.401,,,,,,,
604,08/21/21 21:00:00,9.064,95.797,,,,,,,
605,08/21/21 22:00:00,9.015,93.412,,,,,,,
606,08/21/21 23:00:00,9.238,91.940,,,,,,,
607,08/22/21 00:00:00,8.990,94.771,,,,,,,
608,08/22/21 01:00:00,9.015,94.677,,,,,,,
609,08/22/21 02:00:00,8.916,96.258,,,,,,,
610,08/22/21 03:00:00,9.040,95.816,,,,,,,
611,08/22/21 04:00:00,8.841,97.981,,,,,,,
612,08/22/21 05:00:00,8.817,98.518,,,,,,,
613,08/22/21 06:00:00,8.419,98.728,,,,,,,
614,08/22/21 07:00:00,8.270,98.933,,,,,,,
615,08/22/21 08:00:00,8.095,98.859,,,,,,,
616,08/22/21 09:00:00,9.064,96.048,,,,,,,
617,08/22/21 10:00:00,9.015,96.335,,,,,,,
618,08/22/21 11:00:00,8.020,98.050,,,,,,,
619,08/22/21 12:00:00,7.318,97.856,,,,,,,
620,08/22/21 13:00:00,7.895,97.076,,,,,,,
621,08/22/21 14:00:00,7.318,96.967,,,,,,,
622,08/22/21 15:00:00,7.945,94.016,,,,,,,
623,08/22/21 16:00:00,9.312,86.408,,,,,,,
624,08/22/21 17:00:00,8.519,88.097,,,,,,,
625,08/22/21 18:00:00,8.020,90.451,,,,,,,
626,08/22/21 19:00:00,8.120,84.281,,,,,,,
627,08/22/21 20:00:00,7.519,83.718,,,,,,,
628,08/22/21 21:00:00,7.091,87.462,,,,,,,
629,08/22/21 22:00:00,6.661,92.569,,,,,,,
630,08/22/21 23:00:00,6.051,93.490,,,,,,,
631,08/23/21 00:00:00,5.616,93.175,,,,,,,
632,08/23/21 01:00:00,5.076,87.766,,,,,,,
633,08/23/21 02:00:00,5.050,90.258,,,,,,,
634,08/23/21 03:00:00,4.194,88.339,,,,,,,
635,08/23/21 04:00:00,3.512,89.512,,,,,,,
636,08/23/21 05:00:00,3.142,92.746,,,,,,,
637,08/23/21 06:00:00,3.670,94.764,,,,,,,
638,08/23/21 07:00:00,3.854,97.090,,,,,,,
639,08/23/21 08:00:00,4.818,95.001,,,,,,,
640,08/23/21 09:00:00,7.469,84.708,,,,,,,
641,08/23/21 10:00:00,8.866,79.855,,,,,,,
642,08/23/21 11:00:00,11.467,71.496,,,,,,,
643,08/23/21 12:00:00,13.425,64.586,,,,,,,
644,08/23/21 13:00:00,14.936,61.127,,,,,,,
645,08/23/21 14:00:00,14.936,61.959,,,,,,,
646,08/23/21 15:00:00,15.127,61.931,,,,,,,
647,08/23/21 16:00:00,15.461,58.911,,,,,,,
648,08/23/21 17:00:00,14.745,60.888,,,,,,,
649,08/23/21 18:00:00,14.457,60.484,,,,,,,
650,08/23/21 19:00:00,12.968,63.483,,,,,,,
651,08/23/21 20:00:00,10.394,73.642,,,,,,,
652,08/23/21 21:00:00,8.070,84.005,,,,,,,
653,08/23/21 22:00:00,7.519,84.509,,,,,,,
654,08/23/21 23:00:00,4.999,88.948,,,,,,,
655,08/24/21 00:00:00,4.584,94.245,,,,,,,
656,08/24/21 01:00:00,8.817,87.075,,,,,,,
657,08/24/21 02:00:00,11.151,61.505,,,,,,,
658,08/24/21 03:00:00,10.834,62.096,,,,,,,
659,08/24/21 04:00:00,11.102,57.835,,,,,,,
660,08/24/21 05:00:00,11.127,55.061,,,,,,,
661,08/24/21 06:00:00,11.078,53.156,,,,,,,
662,08/24/21 07:00:00,11.321,52.040,,,,,,,
663,08/24/21 08:00:00,12.968,49.700,,,,,,,
664,08/24/21 09:00:00,14.745,47.271,,,,,,,
665,08/24/21 10:00:00,16.153,42.849,,,,,,,
666,08/24/21 11:00:00,17.439,40.696,,,,,,,
667,08/24/21 12:00:00,19.603,36.747,,,,,,,
668,08/24/21 13:00:00,20.579,31.730,,,,,,,
669,08/24/21 14:00:00,22.274,28.424,,,,,,,
670,08/24/21 15:00:00,22.968,29.423,,,,,,,
671,08/24/21 16:00:00,22.034,27.697,,,,,,,
672,08/24/21 17:00:00,22.274,28.424,,,,,,,
673,08/24/21 18:00:00,20.865,40.232,,,,,,,
674,08/24/21 19:00:00,17.653,51.389,,,,,,,
675,08/24/21 20:00:00,14.840,59.262,,,,,,,
676,08/24/21 21:00:00,10.834,74.400,,,,,,,
677,08/24/21 22:00:00,9.064,78.598,,,,,,,
678,08/24/21 23:00:00,8.095,82.152,,,,,,,
679,08/25/21 00:00:00,7.192,85.847,,,,,,,
680,08/25/21 01:00:00,9.682,67.324,,,,,,,
681,08/25/21 02:00:00,8.817,67.364,,,,,,,
682,08/25/21 03:00:00,9.485,61.984,,,,,,,
683,08/25/21 04:00:00,7.469,69.261,,,,,,,
684,08/25/21 05:00:00,6.712,73.177,,,,,,,
685,08/25/21 06:00:00,6.077,75.349,,,,,,,
686,08/25/21 07:00:00,6.458,77.114,,,,,,,
687,08/25/21 08:00:00,12.001,69.411,,,,,,,
688,08/25/21 09:00:00,16.082,50.399,,,,,,,
689,08/25/21 10:00:00,19.389,37.215,,,,,,,
690,08/25/21 11:00:00,20.770,36.175,,,,,,,
691,08/25/21 12:00:00,21.199,41.403,,,,,,,
692,08/25/21 13:00:00,21.891,43.193,,,,,,,
693,08/25/21 14:00:00,21.175,48.695,,,,,,,
694,08/25/21 15:00:00,20.293,51.314,,,,,,,
695,08/25/21 16:00:00,18.509,56.073,,,,,,,
696,08/25/21 17:00:00,15.748,58.354,,,,,,,
697,08/25/21 18:00:00,16.820,55.608,,,,,,,
698,08/25/21 19:00:00,14.002,62.365,,,,,,,
699,08/25/21 20:00:00,10.932,69.209,,,,,,,
700,08/25/21 21:00:00,10.320,77.501,,,,,,,
701,08/25/21 22:00:00,10.394,67.226,,,,,,,
702,08/25/21 23:00:00,8.593,73.085,,,,,,,
703,08/26/21 00:00:00,9.015,72.166,,,,,,,
704,08/26/21 01:00:00,8.195,73.919,,,,,,,
705,08/26/21 02:00:00,9.682,70.247,,,,,,,
706,08/26/21 03:00:00,9.509,75.432,,,,,,,
707,08/26/21 04:00:00,7.720,86.314,,,,,,,
708,08/26/21 05:00:00,8.245,84.917,,,,,,,
709,08/26/21 06:00:00,8.519,87.733,,,,,,,
710,08/26/21 07:00:00,9.608,88.573,,,,,,,
711,08/26/21 08:00:00,10.932,87.086,,,,,,,
712,08/26/21 09:00:00,12.292,80.392,,,,,,,
713,08/26/21 10:00:00,13.738,73.864,,,,,,,
714,08/26/21 11:00:00,15.915,64.843,,,,,,,
715,08/26/21 12:00:00,18.081,55.183,,,,,,,
716,08/26/21 13:00:00,17.915,53.220,,,,,,,
717,08/26/21 14:00:00,18.247,56.157,,,,,,,
718,08/26/21 15:00:00,16.082,66.370,,,,,,,
719,08/26/21 16:00:00,14.912,72.679,,,,,,,
720,08/26/21 17:00:00,13.112,92.001,,,,,,,
721,08/26/21 18:00:00,12.340,94.871,,,,,,,
722,08/26/21 19:00:00,11.734,96.642,,,,,,,
723,08/26/21 20:00:00,10.980,97.270,,,,,,,
724,08/26/21 21:00:00,10.834,97.506,,,,,,,
725,08/26/21 22:00:00,10.345,98.097,,,,,,,
726,08/26/21 23:00:00,9.509,98.215,,,,,,,
727,08/27/21 00:00:00,8.742,98.325,,,,,,,
728,08/27/21 01:00:00,7.920,98.663,,,,,,,
729,08/27/21 02:00:00,7.695,98.796,,,,,,,
730,08/27/21 03:00:00,7.670,98.544,,,,,,,
731,08/27/21 04:00:00,7.745,97.059,,,,,,,
732,08/27/21 05:00:00,7.343,96.429,,,,,,,
733,08/27/21 06:00:00,7.419,94.654,,,,,,,
734,08/27/21 07:00:00,7.519,95.980,,,,,,,
735,08/27/21 08:00:00,7.569,96.937,,,,,,,
736,08/27/21 09:00:00,7.720,96.283,,,,,,,
737,08/27/21 10:00:00,8.618,91.679,,,,,,,
738,08/27/21 11:00:00,10.173,85.769,,,,,,,
739,08/27/21 12:00:00,10.075,85.905,,,,,,,
740,08/27/21 13:00:00,12.243,77.965,,,,,,,
741,08/27/21 14:00:00,13.353,73.899,,,,,,,
742,08/27/21 15:00:00,14.768,70.880,,,,,,,
743,08/27/21 16:00:00,14.745,66.686,,,,,,,
744,08/27/21 17:00:00,15.772,62.038,,,,,,,
745,08/27/21 18:00:00,14.912,64.581,,,,,,,
746,08/27/21 19:00:00,12.098,73.873,,,,,,,
747,08/27/21 20:00:00,10.638,82.892,,,,,,,
748,08/27/21 21:00:00,10.100,82.098,,,,,,,
749,08/27/21 22:00:00,8.618,85.111,,,,,,,
750,08/27/21 23:00:00,6.484,91.715,,,,,,,
751,08/28/21 00:00:00,6.408,90.604,,,,,,,
752,08/28/21 01:00:00,5.231,93.672,,,,,,,
753,08/28/21 02:00:00,4.350,97.179,,,,,,,
754,08/28/21 03:00:00,4.141,97.462,,,,,,,
755,08/28/21 04:00:00,4.792,97.716,,,,,,,
756,08/28/21 05:00:00,7.066,90.159,,,,,,,
757,08/28/21 06:00:00,11.248,70.633,,,,,,,
758,08/28/21 07:00:00,12.847,62.817,,,,,,,
759,08/28/21 08:00:00,15.127,57.293,,,,,,,
760,08/28/21 09:00:00,16.058,53.140,,,,,,,
761,08/28/21 10:00:00,17.843,48.483,,,,,,,
762,08/28/21 11:00:00,19.746,43.330,,,,,,,
763,08/28/21 12:00:00,21.294,37.244,,,,,,,
764,08/28/21 13:00:00,23.713,35.140,,,,,,,
765,08/28/21 14:00:00,23.857,35.983,,,,,,,
766,08/28/21 15:00:00,24.436,37.363,,,,,,,
767,08/28/21 16:00:00,23.136,45.979,,,,,,,
768,08/28/21 17:00:00,22.106,47.322,,,,,,,
769,08/28/21 18:00:00,20.698,49.579,,,,,,,
770,08/28/21 19:00:00,18.604,54.028,,,,,,,
771,08/28/21 20:00:00,15.223,63.043,,,,,,,
772,08/28/21 21:00:00,11.540,76.932,,,,,,,
773,08/28/21 22:00:00,9.410,86.747,,,,,,,
774,08/28/21 23:00:00,8.319,89.162,,,,,,,
775,08/29/21 00:00:00,8.618,87.340,,,,,,,
776,08/29/21 01:00:00,7.770,88.612,,,,,,,
777,08/29/21 02:00:00,8.070,89.461,,,,,,,
778,08/29/21 03:00:00,7.619,89.246,,,,,,,
779,08/29/21 04:00:00,7.469,89.953,,,,,,,
780,08/29/21 05:00:00,7.167,87.532,,,,,,,
781,08/29/21 06:00:00,6.914,90.605,,,,,,,
782,08/29/21 07:00:00,6.940,91.452,,,,,,,
783,08/29/21 08:00:00,11.102,85.830,,,,,,,
784,08/29/21 09:00:00,17.439,59.917,,,,,,,
785,08/29/21 10:00:00,21.652,46.117,,,,,,,
786,08/29/21 11:00:00,22.561,43.206,,,,,,,
787,08/29/21 12:00:00,23.472,40.711,,,,,,,
788,08/29/21 13:00:00,23.569,37.309,,,,,,,
789,08/29/21 14:00:00,24.508,37.767,,,,,,,
790,08/29/21 15:00:00,24.002,43.923,,,,,,,
791,08/29/21 16:00:00,23.088,45.009,,,,,,,
792,08/29/21 17:00:00,21.987,47.020,,,,,,,
793,08/29/21 18:00:00,20.436,49.576,,,,,,,
794,08/29/21 19:00:00,18.485,53.672,,,,,,,
795,08/29/21 20:00:00,15.223,64.723,,,,,,,
796,08/29/21 21:00:00,13.064,84.175,,,,,,,
797,08/29/21 22:00:00,11.175,90.991,,,,,,,
798,08/29/21 23:00:00,10.345,96.243,,,,,,,
799,08/30/21 00:00:00,10.712,95.685,,,,,,,
800,08/30/21 01:00:00,6.990,92.428,,,,,,,
801,08/30/21 02:00:00,5.796,92.871,,,,,,,
802,08/30/21 03:00:00,3.749,90.329,,,,,,,
803,08/30/21 04:00:00,5.102,94.880,,,,,,,
804,08/30/21 05:00:00,5.616,97.188,,,,,,,
805,08/30/21 06:00:00,5.462,97.830,,,,,,,
806,08/30/21 07:00:00,4.895,98.086,,,,,,,
807,08/30/21 08:00:00,4.454,98.277,,,,,,,
808,08/30/21 09:00:00,4.973,98.277,,,,,,,
809,08/30/21 10:00:00,6.306,92.451,,,,,,,
810,08/30/21 11:00:00,8.319,79.249,,,,,,,
811,08/30/21 12:00:00,10.956,68.587,,,,,,,
812,08/30/21 13:00:00,12.534,60.289,,,,,,,
813,08/30/21 14:00:00,10.149,69.431,,,,,,,
814,08/30/21 15:00:00,9.534,73.552,,,,,,,
815,08/30/21 16:00:00,9.608,77.651,,,,,,,
816,08/30/21 17:00:00,9.410,75.301,,,,,,,
817,08/30/21 18:00:00,9.064,76.961,,,,,,,
818,08/30/21 19:00:00,8.020,86.464,,,,,,,
819,08/30/21 20:00:00,7.469,95.867,,,,,,,
820,08/30/21 21:00:00,7.142,96.275,,,,,,,
821,08/30/21 22:00:00,6.940,96.468,,,,,,,
822,08/30/21 23:00:00,6.230,93.837,,,,,,,
823,08/31/21 00:00:00,6.204,93.129,,,,,,,
824,08/31/21 01:00:00,5.898,95.144,,,,,,,
825,08/31/21 02:00:00,4.610,95.733,,,,,,,
826,08/31/21 03:00:00,4.350,93.587,,,,,,,
827,08/31/21 04:00:00,4.272,91.996,,,,,,,
828,08/31/21 05:00:00,4.454,91.918,,,,,,,
829,08/31/21 06:00:00,4.558,91.192,,,,,,,
830,08/31/21 07:00:00,4.350,91.490,,,,,,,
831,08/31/21 08:00:00,4.844,89.342,,,,,,,
832,08/31/21 09:00:00,5.616,87.385,,,,,,,
833,08/31/21 10:00:00,6.661,82.462,,,,,,,
834,08/31/21 11:00:00,7.217,81.633,,,,,,,
835,08/31/21 12:00:00,8.965,68.074,,,,,,,
836,08/31/21 13:00:00,9.163,68.508,,,,,,,
837,08/31/21 14:00:00,9.509,65.689,,,,,,,
838,08/31/21 15:00:00,8.717,73.165,,,,,,,
839,08/31/21 16:00:00,9.534,72.995,,,,,,,
840,08/31/21 17:00:00,8.394,78.940,,,,,,,
841,08/31/21 18:00:00,8.120,80.981,,,,,,,
842,08/31/21 19:00:00,7.720,76.976,,,,,,,
843,08/31/21 20:00:00,6.560,83.653,,,,,,,
844,08/31/21 21:00:00,5.847,86.200,,,,,,,
845,08/31/21 22:00:00,6.357,85.986,,,,,,,
846,08/31/21 23:00:00,6.357,88.622,,,,,,,
847,09/01/21 00:00:00,5.821,91.392,,,,,,,
848,09/01/21 01:00:00,4.999,95.247,,,,,,,
849,09/01/21 02:00:00,4.011,93.298,,,,,,,
850,09/01/21 03:00:00,2.850,96.738,,,,,,,
851,09/01/21 04:00:00,2.182,95.752,,,,,,,
852,09/01/21 05:00:00,1.832,89.988,,,,,,,
853,09/01/21 06:00:00,0.190,94.624,,,,,,,
854,09/01/21 07:00:00,0.907,95.982,,,,,,,
855,09/01/21 08:00:00,2.503,97.512,,,,,,,
856,09/01/21 09:00:00,8.965,79.688,,,,,,,
857,09/01/21 10:00:00,13.353,48.178,,,,,,,
858,09/01/21 11:00:00,14.792,40.722,,,,,,,
859,09/01/21 12:00:00,17.034,42.760,,,,,,,
860,09/01/21 13:00:00,18.842,41.848,,,,,,,
861,09/01/21 14:00:00,19.127,42.297,,,,,,,
862,09/01/21 15:00:00,19.175,42.655,,,,,,,
863,09/01/21 16:00:00,18.771,43.728,,,,,,,
864,09/01/21 17:00:00,18.176,44.612,,,,,,,
865,09/01/21 18:00:00,16.844,47.194,,,,,,,
866,09/01/21 19:00:00,14.649,54.404,,,,,,,
867,09/01/21 20:00:00,11.224,65.997,,,,,,,
868,09/01/21 21:00:00,7.167,82.737,,,,,,,
869,09/01/21 22:00:00,6.051,86.250,,,,,,,
870,09/01/21 23:00:00,5.796,84.496,,,,,,,
871,09/02/21 00:00:00,6.051,91.071,,,,,,,
872,09/02/21 01:00:00,6.585,81.091,,,,,,,
873,09/02/21 02:00:00,6.331,78.599,,,,,,,
874,09/02/21 03:00:00,5.514,78.581,,,,,,,
875,09/02/21 04:00:00,5.591,76.713,,,,,,,
876,09/02/21 05:00:00,5.668,78.910,,,,,,,
877,09/02/21 06:00:00,5.411,77.430,,,,,,,
878,09/02/21 07:00:00,4.454,82.848,,,,,,,
879,09/02/21 08:00:00,7.167,80.821,,,,,,,
880,09/02/21 09:00:00,15.079,54.314,,,,,,,
881,09/02/21 10:00:00,18.271,40.402,,,,,,,
882,09/02/21 11:00:00,18.580,37.068,,,,,,,
883,09/02/21 12:00:00,20.746,33.801,,,,,,,
884,09/02/21 13:00:00,22.345,31.885,,,,,,,
885,09/02/21 14:00:00,21.987,36.821,,,,,,,
886,09/02/21 15:00:00,21.891,37.665,,,,,,,
887,09/02/21 16:00:00,21.437,38.894,,,,,,,
888,09/02/21 17:00:00,20.531,38.929,,,,,,,
889,09/02/21 18:00:00,19.103,40.493,,,,,,,
890,09/02/21 19:00:00,17.249,46.050,,,,,,,
891,09/02/21 20:00:00,13.594,56.967,,,,,,,
892,09/02/21 21:00:00,10.516,69.926,,,,,,,
893,09/02/21 22:00:00,8.419,81.263,,,,,,,
894,09/02/21 23:00:00,7.015,83.152,,,,,,,
895,09/03/21 00:00:00,6.636,79.847,,,,,,,
896,09/03/21 01:00:00,5.591,79.187,,,,,,,
897,09/03/21 02:00:00,5.076,88.125,,,,,,,
898,09/03/21 03:00:00,5.796,80.673,,,,,,,
899,09/03/21 04:00:00,7.745,79.366,,,,,,,
900,09/03/21 05:00:00,6.990,76.331,,,,,,,
901,09/03/21 06:00:00,6.687,71.761,,,,,,,
902,09/03/21 07:00:00,6.737,74.090,,,,,,,
903,09/03/21 08:00:00,7.795,81.470,,,,,,,
904,09/03/21 09:00:00,15.891,52.072,,,,,,,
905,09/03/21 10:00:00,18.723,38.674,,,,,,,
906,09/03/21 11:00:00,20.341,33.862,,,,,,,
907,09/03/21 12:00:00,21.915,31.647,,,,,,,
908,09/03/21 13:00:00,22.920,27.495,,,,,,,
909,09/03/21 14:00:00,22.417,27.219,,,,,,,
910,09/03/21 15:00:00,20.031,44.196,,,,,,,
911,09/03/21 16:00:00,19.103,46.533,,,,,,,
912,09/03/21 17:00:00,20.722,43.733,,,,,,,
913,09/03/21 18:00:00,20.627,42.919,,,,,,,
914,09/03/21 19:00:00,17.272,51.863,,,,,,,
915,09/03/21 20:00:00,11.516,70.116,,,,,,,
916,09/03/21 21:00:00,9.064,80.816,,,,,,,
917,09/03/21 22:00:00,8.170,83.393,,,,,,,
918,09/03/21 23:00:00,7.895,83.090,,,,,,,
919,09/04/21 00:00:00,6.940,87.813,,,,,,,
920,09/04/21 01:00:00,7.995,88.383,,,,,,,
921,09/04/21 02:00:00,7.368,76.656,,,,,,,
922,09/04/21 03:00:00,6.965,76.625,,,,,,,
923,09/04/21 04:00:00,6.737,78.822,,,,,,,
924,09/04/21 05:00:00,6.077,78.355,,,,,,,
925,09/04/21 06:00:00,6.102,72.750,,,,,,,
926,09/04/21 07:00:00,6.102,80.502,,,,,,,
927,09/04/21 08:00:00,7.343,80.513,,,,,,,
928,09/04/21 09:00:00,16.177,54.261,,,,,,,
929,09/04/21 10:00:00,20.079,42.663,,,,,,,
930,09/04/21 11:00:00,22.178,41.609,,,,,,,
931,09/04/21 12:00:00,20.388,44.942,,,,,,,
932,09/04/21 13:00:00,24.267,36.255,,,,,,,
933,09/04/21 14:00:00,22.369,31.420,,,,,,,
934,09/04/21 15:00:00,24.291,32.860,,,,,,,
935,09/04/21 16:00:00,23.472,34.586,,,,,,,
936,09/04/21 17:00:00,21.223,38.055,,,,,,,
937,09/04/21 18:00:00,21.294,38.879,,,,,,,
938,09/04/21 19:00:00,18.461,45.567,,,,,,,
939,09/04/21 20:00:00,15.461,57.435,,,,,,,
940,09/04/21 21:00:00,12.147,70.834,,,,,,,
