Date Time	Temperature (*C) c:1	Dew Point (*C) c:1 3	Abs Humidity (gm/M3) c:1 3	RH (%) c:3
09/06/07 06:30:00.0	9.42	9.42	9.1	103.7
09/06/07 06:45:00.0	9.42	9.42	9.1	103.7
09/06/07 07:00:00.0	9.42	9.42	9.1	103.7
09/06/07 07:15:00.0	9.42	9.42	9.1	103.7
09/06/07 07:30:00.0	9.42	9.42	9.1	103.7
09/06/07 07:45:00.0	9.82	9.82	9.3	103.7
09/06/07 08:00:00.0	10.21	10.21	9.5	103.7
09/06/07 08:15:00.0	10.6	10.6	9.8	103.7
09/06/07 08:30:00.0	10.99	10.99	10	103.7
09/06/07 08:45:00.0	10.99	10.99	10	101.3
09/06/07 09:00:00.0	10.99	10.99	10	103.7
09/06/07 09:15:00.0	11.38	10.8	9.9	96.2
09/06/07 09:30:00.0	11.38	10.61	9.7	95
09/06/07 09:45:00.0	11.77	10.3	9.5	90.7
09/06/07 10:00:00.0	11.77	11.3	10.2	96.9
09/06/07 10:15:00.0	12.16	11.21	10.1	93.9
09/06/07 10:30:00.0	12.55	10.65	9.7	88.2
09/06/07 10:45:00.0	13.7	10.5	9.6	81
09/06/07 11:00:00.0	12.93	10.56	9.7	85.5
09/06/07 11:15:00.0	13.32	10.04	9.3	80.5
09/06/07 11:30:00.0	14.09	11.04	9.9	81.9
09/06/07 11:45:00.0	16	9.04	8.6	63.3
09/06/07 12:00:00.0	16.38	9.63	9	64.3
09/06/07 12:15:00.0	16.76	10.34	9.4	65.8
09/06/07 12:30:00.0	16.76	10.11	9.2	64.8
09/06/07 12:45:00.0	16.76	10.56	9.5	66.8
09/06/07 13:00:00.0	17.14	10.12	9.2	63.3
09/06/07 13:15:00.0	16.76	11.22	10	69.8
09/06/07 13:30:00.0	16.38	10.75	9.7	69.3
09/06/07 13:45:00.0	17.14	10.35	9.4	64.3
09/06/07 14:00:00.0	16.76	11.44	10.1	70.8
09/06/07 14:15:00.0	16.38	10.96	9.8	70.3
09/06/07 14:30:00.0	16	11.53	10.2	74.8
09/06/07 14:45:00.0	16.38	11.59	10.2	73.3
09/06/07 15:00:00.0	16	11.12	9.9	72.8
09/06/07 15:15:00.0	16.76	10.89	9.7	68.3
09/06/07 15:30:00.0	16.38	11.07	9.9	70.8
09/06/07 15:45:00.0	16	10.71	9.6	70.8
09/06/07 16:00:00.0	16.38	10.75	9.7	69.3
09/06/07 16:15:00.0	16.76	10.45	9.5	66.3
09/06/07 16:30:00.0	16	10.49	9.5	69.8
09/06/07 16:45:00.0	16	9.84	9.1	66.8
09/06/07 17:00:00.0	16	9.72	9	66.3
09/06/07 17:15:00.0	16	9.84	9.1	66.8
09/06/07 17:30:00.0	15.62	9.14	8.7	65.3
09/06/07 17:45:00.0	15.23	8.89	8.6	65.8
09/06/07 18:00:00.0	14.85	8.74	8.5	66.8
09/06/07 18:15:00.0	14.85	8.74	8.5	66.8
09/06/07 18:30:00.0	14.85	9.29	8.8	69.3
09/06/07 18:45:00.0	14.47	10.06	9.3	74.8
09/06/07 19:00:00.0	13.32	10.13	9.4	81
09/06/07 19:15:00.0	12.55	10.18	9.4	85.5
09/06/07 19:30:00.0	12.16	10.27	9.5	88.2
09/06/07 19:45:00.0	11.77	10.56	9.7	92.3
09/06/07 20:00:00.0	11.38	10.56	9.7	94.7
09/06/07 20:15:00.0	10.99	10.41	9.6	96.2
09/06/07 20:30:00.0	10.6	10.34	9.6	98.3
09/06/07 20:45:00.0	10.6	10.3	9.6	98
09/06/07 21:00:00.0	10.6	10.6	9.8	100
09/06/07 21:15:00.0	10.21	10.21	9.5	103.7
09/06/07 21:30:00.0	9.82	9.82	9.3	103.7
09/06/07 21:45:00.0	9.82	9.82	9.3	103.7
09/06/07 22:00:00.0	9.42	9.42	9.1	103.7
09/06/07 22:15:00.0	8.63	8.63	8.6	103.7
09/06/07 22:30:00.0	8.23	8.23	8.4	103.7
09/06/07 22:45:00.0	8.63	8.63	8.6	103.7
09/06/07 23:00:00.0	8.63	8.63	8.6	103.7
09/06/07 23:15:00.0	8.63	8.63	8.6	103.7
09/06/07 23:30:00.0	8.23	8.23	8.4	103.7
09/06/07 23:45:00.0	7.83	7.83	8.2	103.7
09/07/07 00:00:00.0	7.83	7.83	8.2	103.7
09/07/07 00:15:00.0	8.23	8.23	8.4	103.7
09/07/07 00:30:00.0	8.63	8.63	8.6	103.7
09/07/07 00:45:00.0	8.63	8.63	8.6	103.7
09/07/07 01:00:00.0	8.63	8.63	8.6	103.7
09/07/07 01:15:00.0	8.23	8.23	8.4	103.7
09/07/07 01:30:00.0	7.83	7.83	8.2	103.7
09/07/07 01:45:00.0	7.43	7.43	8	103.7
09/07/07 02:00:00.0	7.83	7.83	8.2	103.7
09/07/07 02:15:00.0	7.83	7.83	8.2	103.7
09/07/07 02:30:00.0	8.23	8.23	8.4	103.7
09/07/07 02:45:00.0	8.23	8.23	8.4	103.7
09/07/07 03:00:00.0	8.63	8.63	8.6	103.7
09/07/07 03:15:00.0	8.63	8	8.2	95.8
09/07/07 03:30:00.0	9.03	7.31	7.9	89
09/07/07 03:45:00.0	8.63	6.92	7.7	89
09/07/07 04:00:00.0	8.63	7.2	7.8	90.7
09/07/07 04:15:00.0	9.03	6.88	7.6	86.4
09/07/07 04:30:00.0	7.43	7.43	8	103.7
09/07/07 04:45:00.0	7.83	4.78	6.6	81
09/07/07 05:00:00.0	8.23	6.46	7.4	88.6
09/07/07 05:15:00.0	6.62	6.62	7.6	103.7
09/07/07 05:30:00.0	8.63	4.61	6.5	75.8
09/07/07 05:45:00.0	8.63	3.94	6.2	72.3
09/07/07 06:00:00.0	7.83	5.56	7	85.5
09/07/07 06:15:00.0	9.03	5.95	7.1	81
09/07/07 06:30:00.0	6.62	6.62	7.6	103.7
09/07/07 06:45:00.0	6.22	6.22	7.4	103.7
09/07/07 07:00:00.0	7.43	7.43	8	103.7
09/07/07 07:15:00.0	8.23	7.06	7.7	92.3
09/07/07 07:30:00.0	7.83	7.83	8.2	103.4
09/07/07 07:45:00.0	8.23	6.53	7.5	89
09/07/07 08:00:00.0	9.03	6.66	7.5	85.1
09/07/07 08:15:00.0	7.83	7.83	8.2	103.7
09/07/07 08:30:00.0	9.42	8.73	8.6	95.4
09/07/07 08:45:00.0	9.03	8.56	8.6	96.9
09/07/07 09:00:00.0	9.82	8.31	8.4	90.3
09/07/07 09:15:00.0	10.6	7.89	8.1	83.3
09/07/07 09:30:00.0	11.38	7.73	8	78.2
09/07/07 09:45:00.0	11.77	8.01	8.2	77.7
09/07/07 10:00:00.0	11.77	7.72	8	76.2
09/07/07 10:15:00.0	12.16	8.02	8.2	75.8
09/07/07 10:30:00.0	12.55	8	8.1	73.8
09/07/07 10:45:00.0	12.55	8.57	8.5	76.7
09/07/07 11:00:00.0	13.32	7.82	8	69.3
09/07/07 11:15:00.0	14.09	7.09	7.6	62.7
09/07/07 11:30:00.0	14.09	6.38	7.2	59.7
09/07/07 11:45:00.0	15.23	4.83	6.5	49.8
09/07/07 12:00:00.0	15.62	3.96	6.1	45.7
09/07/07 12:15:00.0	16	3.51	5.9	43.2
09/07/07 12:30:00.0	16.38	3.32	5.8	41.6
09/07/07 12:45:00.0	15.62	4.45	6.3	47.3
09/07/07 13:00:00.0	15.62	5.92	7	52.4
09/07/07 13:15:00.0	16	4.15	6.2	45.2
09/07/07 13:30:00.0	16	2.8	5.6	41.1
09/07/07 13:45:00.0	16.38	1.9	5.2	37.6
09/07/07 14:00:00.0	16.76	2.6	5.5	38.6
09/07/07 14:15:00.0	17.14	2.76	5.6	38.1
09/07/07 14:30:00.0	17.14	5.03	6.5	44.7
09/07/07 14:45:00.0	17.14	3.12	5.7	39.1
09/07/07 15:00:00.0	16.76	5.31	6.7	46.7
09/07/07 15:15:00.0	16.76	3.49	5.9	41.1
09/07/07 15:30:00.0	16.76	4.19	6.2	43.2
09/07/07 15:45:00.0	16.38	2.97	5.7	40.6
09/07/07 16:00:00.0	16.38	3.32	5.8	41.6
09/07/07 16:15:00.0	16.38	3.32	5.8	41.6
09/07/07 16:30:00.0	16.76	3.49	5.9	41.1
09/07/07 16:45:00.0	16.38	3.65	5.9	42.6
09/07/07 17:00:00.0	15.62	3.96	6.1	45.7
09/07/07 17:15:00.0	15.62	4.11	6.1	46.2
09/07/07 17:30:00.0	15.23	4.54	6.3	48.8
09/07/07 17:45:00.0	14.85	3.9	6.1	47.8
09/07/07 18:00:00.0	14.85	4.48	6.3	49.8
09/07/07 18:15:00.0	14.47	4.44	6.3	50.9
09/07/07 18:30:00.0	14.47	4.72	6.4	51.9
09/07/07 18:45:00.0	14.09	4.8	6.5	53.5
09/07/07 19:00:00.0	13.32	4.08	6.2	53.5
09/07/07 19:15:00.0	12.55	2.8	5.7	51.4
09/07/07 19:30:00.0	11.77	3.69	6	57.6
09/07/07 19:45:00.0	10.6	3.79	6.1	62.7
09/07/07 20:00:00.0	10.6	3.68	6.1	62.2
09/07/07 20:15:00.0	10.21	3.89	6.2	64.8
09/07/07 20:30:00.0	10.21	3.78	6.1	64.3
09/07/07 20:45:00.0	9.82	3.3	5.9	63.8
09/07/07 21:00:00.0	9.82	3.73	6.1	65.8
09/07/07 21:15:00.0	9.82	3.19	5.9	63.3
09/07/07 21:30:00.0	10.21	0.78	4.9	51.9
09/07/07 21:45:00.0	9.03	4.22	6.3	71.8
09/07/07 22:00:00.0	8.63	4.51	6.5	75.3
09/07/07 22:15:00.0	8.23	3.75	6.1	73.3
09/07/07 22:30:00.0	7.43	3.96	6.3	78.6
09/07/07 22:45:00.0	6.22	4.12	6.4	86.4
09/07/07 23:00:00.0	6.22	4.41	6.5	88.2
09/07/07 23:15:00.0	6.62	4.88	6.7	88.6
09/07/07 23:30:00.0	5.4	3.94	6.3	90.3
09/07/07 23:45:00.0	4.99	4.37	6.5	95.8
09/08/07 00:00:00.0	6.62	4.37	6.5	85.5
09/08/07 00:15:00.0	6.62	4.15	6.4	84.2
09/08/07 00:30:00.0	6.62	4.22	6.4	84.6
09/08/07 00:45:00.0	6.22	3.75	6.2	84.2
09/08/07 01:00:00.0	6.22	4.12	6.4	86.4
09/08/07 01:15:00.0	6.22	3.9	6.3	85.1
09/08/07 01:30:00.0	6.22	3.82	6.2	84.6
09/08/07 01:45:00.0	6.62	3.44	6.1	80.1
09/08/07 02:00:00.0	7.83	3.55	6.1	74.3
09/08/07 02:15:00.0	9.82	1.22	5.1	55
09/08/07 02:30:00.0	10.6	1.56	5.2	53.5
09/08/07 02:45:00.0	9.82	2.1	5.4	58.6
09/08/07 03:00:00.0	9.42	2.22	5.5	60.7
09/08/07 03:15:00.0	9.82	0.42	4.8	51.9
09/08/07 03:30:00.0	9.42	1.25	5.1	56.6
09/08/07 03:45:00.0	8.63	2.39	5.6	64.8
09/08/07 04:00:00.0	9.42	0.98	5	55.5
09/08/07 04:15:00.0	8.23	2.12	5.5	65.3
09/08/07 04:30:00.0	8.63	1.36	5.2	60.2
09/08/07 04:45:00.0	8.23	1.1	5.1	60.7
09/08/07 05:00:00.0	8.63	1.59	5.3	61.2
09/08/07 05:15:00.0	7.43	2.49	5.6	70.8
09/08/07 05:30:00.0	7.03	2.3	5.6	71.8
09/08/07 05:45:00.0	7.03	2.68	5.7	73.8
09/08/07 06:00:00.0	7.03	2.2	5.5	71.3
09/08/07 06:15:00.0	7.83	1.85	5.4	65.8
09/08/07 06:30:00.0	10.6	-0.91	4.4	44.7
09/08/07 06:45:00.0	10.21	-1.42	4.2	44.2
09/08/07 07:00:00.0	10.6	-1.22	4.3	43.7
09/08/07 07:15:00.0	10.6	-0.76	4.4	45.2
09/08/07 07:30:00.0	9.82	0.84	5	53.5
09/08/07 07:45:00.0	10.21	0.51	4.8	50.9
09/08/07 08:00:00.0	10.6	-0.31	4.6	46.7
09/08/07 08:15:00.0	11.38	0.1	4.7	45.7
09/08/07 08:30:00.0	12.93	0.21	4.7	41.6
09/08/07 08:45:00.0	13.32	0.39	4.8	41.1
09/08/07 09:00:00.0	14.09	0.57	4.8	39.6
09/08/07 09:15:00.0	14.85	-0.02	4.6	36.1
09/08/07 09:30:00.0	15.23	-0.07	4.6	35.1
09/08/07 09:45:00.0	17.14	-1.07	4.2	28.9
09/08/07 10:00:00.0	16.76	-0.75	4.3	30.3
09/08/07 10:15:00.0	17.52	-1.41	4.1	27.5
09/08/07 10:30:00.0	18.28	-1.73	4	25.6
09/08/07 10:45:00.0	19.81	-2.2	3.8	22.5
09/08/07 11:00:00.0	19.42	-2.28	3.8	22.9
09/08/07 11:15:00.0	19.81	-2.5	3.8	22
09/08/07 11:30:00.0	20.57	-2.36	3.8	21.2
09/08/07 11:45:00.0	20.57	-2.36	3.8	21.2
09/08/07 12:00:00.0	21.33	-3.2	3.5	19
09/08/07 12:15:00.0	20.95	-2.37	3.8	20.7
09/08/07 12:30:00.0	21.33	-2.32	3.8	20.3
09/08/07 12:45:00.0	22.86	-2.83	3.6	17.8
09/08/07 13:00:00.0	22.09	-2.86	3.6	18.6
09/08/07 13:15:00.0	23.24	-3.14	3.5	17
09/08/07 13:30:00.0	22.86	-1.6	4	19.5
09/08/07 13:45:00.0	21.71	-2	3.9	20.3
09/08/07 14:00:00.0	22.48	-2.27	3.8	19
09/08/07 14:15:00.0	23.24	-2.82	3.6	17.4
09/08/07 14:30:00.0	24.4	-3.88	3.3	15
09/08/07 14:45:00.0	23.24	-2.82	3.6	17.4
09/08/07 15:00:00.0	22.86	-2.83	3.6	17.8
09/08/07 15:15:00.0	22.86	1.65	5	24.7
09/08/07 15:30:00.0	21.33	1.33	4.9	26.5
09/08/07 15:45:00.0	21.33	2.05	5.2	27.9
09/08/07 16:00:00.0	20.95	3.51	5.8	31.7
09/08/07 16:15:00.0	20.95	3.51	5.8	31.7
09/08/07 16:30:00.0	20.57	2.96	5.6	31.2
09/08/07 16:45:00.0	20.19	3.07	5.6	32.2
09/08/07 17:00:00.0	20.19	3.07	5.6	32.2
09/08/07 17:15:00.0	19.81	3.75	5.9	34.6
09/08/07 17:30:00.0	19.81	4.16	6.1	35.6
09/08/07 17:45:00.0	19.04	4.45	6.2	38.1
09/08/07 18:00:00.0	18.66	5.37	6.6	41.6
09/08/07 18:15:00.0	18.28	5.37	6.7	42.6
09/08/07 18:30:00.0	17.52	5.53	6.7	45.2
09/08/07 18:45:00.0	17.14	5.84	6.9	47.3
09/08/07 19:00:00.0	16.38	5.44	6.7	48.3
09/08/07 19:15:00.0	15.62	5.5	6.8	50.9
09/08/07 19:30:00.0	14.47	6.34	7.2	58.1
09/08/07 19:45:00.0	13.7	6.49	7.3	61.7
09/08/07 20:00:00.0	12.16	6.82	7.5	69.8
09/08/07 20:15:00.0	10.99	6.7	7.5	74.8
09/08/07 20:30:00.0	9.82	6.88	7.6	81.9
09/08/07 20:45:00.0	9.42	6.89	7.6	84.2
09/08/07 21:00:00.0	9.42	6.58	7.5	82.4
09/08/07 21:15:00.0	9.03	6.81	7.6	86
09/08/07 21:30:00.0	8.63	6.99	7.7	89.4
09/08/07 21:45:00.0	9.03	6.51	7.4	84.2
09/08/07 22:00:00.0	9.03	6.58	7.5	84.6
09/08/07 22:15:00.0	8.23	6.74	7.6	90.3
09/08/07 22:30:00.0	8.23	6.1	7.2	86.4
09/08/07 22:45:00.0	8.63	2.71	5.7	66.3
09/08/07 23:00:00.0	9.03	2.44	5.6	63.3
09/08/07 23:15:00.0	9.42	2.45	5.6	61.7
09/08/07 23:30:00.0	9.42	0.31	4.8	52.9
09/08/07 23:45:00.0	10.6	-3.43	3.6	37.1
09/09/07 00:00:00.0	12.93	-2.85	3.7	33.2
09/09/07 00:15:00.0	12.93	-2.3	3.9	34.6
09/09/07 00:30:00.0	12.93	-2.85	3.7	33.2
09/09/07 00:45:00.0	13.7	-4.03	3.4	28.9
09/09/07 01:00:00.0	13.7	-4.93	3.2	27
09/09/07 01:15:00.0	13.7	-7.08	2.7	22.9
09/09/07 01:30:00.0	12.93	-8.24	2.5	22
09/09/07 01:45:00.0	12.55	-7.78	2.6	23.4
09/09/07 02:00:00.0	12.16	-8.38	2.5	22.9
09/09/07 02:15:00.0	12.16	-7.62	2.6	24.3
09/09/07 02:30:00.0	12.16	-7.62	2.6	24.3
09/09/07 02:45:00.0	12.55	-7.56	2.6	23.8
09/09/07 03:00:00.0	12.16	-6.26	2.9	27
09/09/07 03:15:00.0	12.16	-6.7	2.8	26.1
09/09/07 03:30:00.0	12.93	-5.84	3	26.5
09/09/07 03:45:00.0	12.55	-5.92	3	27
09/09/07 04:00:00.0	12.55	-5.68	3	27.5
09/09/07 04:15:00.0	12.16	-5.6	3.1	28.4
09/09/07 04:30:00.0	12.55	-5.92	3	27
09/09/07 04:45:00.0	12.93	-5.59	3	27
09/09/07 05:00:00.0	12.55	-5.68	3	27.5
09/09/07 05:15:00.0	12.55	-5.68	3	27.5
09/09/07 05:30:00.0	12.55	-5.49	3.1	27.9
09/09/07 05:45:00.0	12.16	-5.37	3.1	28.9
09/09/07 06:00:00.0	11.77	-5.7	3	28.9
09/09/07 06:15:00.0	12.55	-5.26	3.1	28.4
09/09/07 06:30:00.0	12.16	-5.6	3.1	28.4
09/09/07 06:45:00.0	12.55	-5.49	3.1	27.9
09/09/07 07:00:00.0	12.55	-5.68	3	27.5
09/09/07 07:15:00.0	12.55	-5.26	3.1	28.4
09/09/07 07:30:00.0	12.55	-5.49	3.1	27.9
09/09/07 07:45:00.0	12.55	-5.26	3.1	28.4
09/09/07 08:00:00.0	12.55	-4.41	3.3	30.3
09/09/07 08:15:00.0	12.93	-4.93	3.2	28.4
09/09/07 08:30:00.0	14.85	-4.65	3.3	25.6
09/09/07 08:45:00.0	15.62	-5.7	3	22.5
09/09/07 09:00:00.0	16.38	-5.06	3.1	22.5
09/09/07 09:15:00.0	16.76	-4.23	3.3	23.4
09/09/07 09:30:00.0	16.76	-5.04	3.1	22
09/09/07 09:45:00.0	17.14	-4.72	3.2	22
09/09/07 10:00:00.0	17.52	-4.89	3.2	21.2
09/09/07 10:15:00.0	17.9	-4.58	3.2	21.2
09/09/07 10:30:00.0	17.9	-4.89	3.2	20.7
09/09/07 10:45:00.0	18.28	-5.1	3.1	19.9
09/09/07 11:00:00.0	18.66	-4.78	3.2	19.9
09/09/07 11:15:00.0	18.28	-4.26	3.3	21.2
09/09/07 11:30:00.0	19.42	-4.42	3.3	19.5
09/09/07 11:45:00.0	19.81	-4.11	3.3	19.5
09/09/07 12:00:00.0	20.57	-4.11	3.3	18.6
09/09/07 12:15:00.0	20.95	-4.38	3.2	17.8
09/09/07 12:30:00.0	21.33	-4.07	3.3	17.8
09/09/07 12:45:00.0	22.86	-4.76	3.1	15.4
09/09/07 13:00:00.0	20.57	-4.11	3.3	18.6
09/09/07 13:15:00.0	22.09	-4.06	3.3	17
09/09/07 13:30:00.0	21.71	-3.76	3.4	17.8
09/09/07 13:45:00.0	22.09	-3.76	3.4	17.4
09/09/07 14:00:00.0	22.48	-4.07	3.3	16.6
09/09/07 14:15:00.0	22.86	-3.76	3.4	16.6
09/09/07 14:30:00.0	22.48	-4.07	3.3	16.6
09/09/07 14:45:00.0	23.63	-4.85	3.1	14.6
09/09/07 15:00:00.0	22.86	-3.45	3.5	17
09/09/07 15:15:00.0	22.86	-3.76	3.4	16.6
09/09/07 15:30:00.0	23.24	-3.78	3.4	16.2
09/09/07 15:45:00.0	22.48	-4.07	3.3	16.6
09/09/07 16:00:00.0	22.48	-4.39	3.2	16.2
09/09/07 16:15:00.0	22.86	-4.76	3.1	15.4
09/09/07 16:30:00.0	22.48	-4.73	3.2	15.8
09/09/07 16:45:00.0	21.71	-5.34	3	15.8
09/09/07 17:00:00.0	22.48	-5.06	3.1	15.4
09/09/07 17:15:00.0	21.71	-5.34	3	15.8
09/09/07 17:30:00.0	21.71	-5.01	3.1	16.2
09/09/07 17:45:00.0	21.71	-6.02	2.9	15
09/09/07 18:00:00.0	20.95	-5.95	2.9	15.8
09/09/07 18:15:00.0	20.57	-6.26	2.8	15.8
09/09/07 18:30:00.0	20.19	-5.61	3	17
09/09/07 18:45:00.0	19.42	-5.92	2.9	17.4
09/09/07 19:00:00.0	19.04	-6.53	2.8	17
09/09/07 19:15:00.0	18.28	-5.7	3	19
09/09/07 19:30:00.0	17.52	-5.72	3	19.9
09/09/07 19:45:00.0	17.14	-5.21	3.1	21.2
09/09/07 20:00:00.0	16.76	-5.53	3	21.2
09/09/07 20:15:00.0	16.76	-5.28	3.1	21.6
09/09/07 20:30:00.0	16.38	-5.84	3	21.2
09/09/07 20:45:00.0	16.38	-6.16	2.9	20.7
09/09/07 21:00:00.0	16.38	-5.84	3	21.2
09/09/07 21:15:00.0	16	-5.92	2.9	21.6
09/09/07 21:30:00.0	15.23	-5.51	3	23.4
09/09/07 21:45:00.0	16	-6.73	2.8	20.3
09/09/07 22:00:00.0	14.47	-4.98	3.2	25.6
09/09/07 22:15:00.0	12.93	-3.26	3.6	32.2
09/09/07 22:30:00.0	16	-7.25	2.7	19.5
09/09/07 22:45:00.0	16	-7.25	2.7	19.5
09/09/07 23:00:00.0	15.62	-7.04	2.7	20.3
09/09/07 23:15:00.0	15.23	-6.32	2.9	22
09/09/07 23:30:00.0	15.62	-7.04	2.7	20.3
09/09/07 23:45:00.0	16	-7.86	2.5	18.6
09/10/07 00:00:00.0	16	-8.13	2.5	18.2
09/10/07 00:15:00.0	15.62	-8.45	2.4	18.2
09/10/07 00:30:00.0	16	-9.62	2.2	16.2
09/10/07 00:45:00.0	16.38	-10.62	2	14.6
09/10/07 01:00:00.0	16.38	-9.95	2.1	15.4
09/10/07 01:15:00.0	16.38	-9.31	2.3	16.2
09/10/07 01:30:00.0	16	-8.71	2.4	17.4
09/10/07 01:45:00.0	16	-8.42	2.4	17.8
09/10/07 02:00:00.0	16	-7.86	2.5	18.6
09/10/07 02:15:00.0	16	-7.86	2.5	18.6
09/10/07 02:30:00.0	15.62	-7.56	2.6	19.5
09/10/07 02:45:00.0	16	-7.58	2.6	19
09/10/07 03:00:00.0	16	-7.58	2.6	19
09/10/07 03:15:00.0	15.62	-7.9	2.5	19
09/10/07 03:30:00.0	15.62	-7.9	2.5	19
09/10/07 03:45:00.0	15.23	-7.36	2.6	20.3
09/10/07 04:00:00.0	15.62	-7.3	2.6	19.9
09/10/07 04:15:00.0	15.23	-7.36	2.6	20.3
09/10/07 04:30:00.0	15.62	-7.3	2.6	19.9
09/10/07 04:45:00.0	15.62	-7.3	2.6	19.9
09/10/07 05:00:00.0	15.62	-7.9	2.5	19
09/10/07 05:15:00.0	15.62	-7.56	2.6	19.5
09/10/07 05:30:00.0	15.23	-7.36	2.6	20.3
09/10/07 05:45:00.0	15.62	-7.56	2.6	19.5
09/10/07 06:00:00.0	15.62	-7.3	2.6	19.9
09/10/07 06:15:00.0	15.62	-7.3	2.6	19.9
09/10/07 06:30:00.0	15.62	-7.56	2.6	19.5
09/10/07 06:45:00.0	15.62	-7.56	2.6	19.5
09/10/07 07:00:00.0	15.62	-7.3	2.6	19.9
09/10/07 07:15:00.0	15.62	-7.04	2.7	20.3
09/10/07 07:30:00.0	15.62	-7.3	2.6	19.9
09/10/07 07:45:00.0	15.62	-7.04	2.7	20.3
09/10/07 08:00:00.0	15.62	-7.04	2.7	20.3
09/10/07 08:15:00.0	16	-7.58	2.6	19
09/10/07 08:30:00.0	17.14	-7.2	2.7	18.2
09/10/07 08:45:00.0	17.52	-6.61	2.8	18.6
09/10/07 09:00:00.0	17.9	-6.58	2.8	18.2
09/10/07 09:15:00.0	18.28	-6.55	2.8	17.8
09/10/07 09:30:00.0	18.66	-6.24	2.8	17.8
09/10/07 09:45:00.0	19.04	-6.23	2.8	17.4
09/10/07 10:00:00.0	19.81	-6.23	2.8	16.6
09/10/07 10:15:00.0	19.81	-5.92	2.9	17
09/10/07 10:30:00.0	20.57	-5.61	3	16.6
09/10/07 10:45:00.0	20.95	-6.29	2.8	15.4
09/10/07 11:00:00.0	22.48	-6.13	2.8	14.2
09/10/07 11:15:00.0	20.95	-7.34	2.6	14.2
09/10/07 11:30:00.0	22.09	-6.07	2.8	14.6
09/10/07 11:45:00.0	22.48	-6.13	2.8	14.2
09/10/07 12:00:00.0	22.48	-6.5	2.8	13.8
09/10/07 12:15:00.0	23.24	-6.28	2.8	13.4
09/10/07 12:30:00.0	23.63	-6.67	2.7	12.7
09/10/07 12:45:00.0	24.01	-6.37	2.8	12.7
09/10/07 13:00:00.0	24.01	-6.37	2.8	12.7
09/10/07 13:15:00.0	24.79	-6.62	2.7	11.9
09/10/07 13:30:00.0	24.4	-5.77	2.9	13
09/10/07 13:45:00.0	24.79	-5.77	2.9	12.7
09/10/07 14:00:00.0	24.79	-6.95	2.6	11.6
09/10/07 14:15:00.0	25.17	-7.57	2.5	10.8
09/10/07 14:30:00.0	25.17	-6.65	2.7	11.6
09/10/07 14:45:00.0	26.73	-8.17	2.4	9.4
09/10/07 15:00:00.0	26.34	-7.04	2.6	10.5
09/10/07 15:15:00.0	25.95	-8.76	2.3	9.4
09/10/07 15:30:00.0	26.34	-7.55	2.5	10.1
09/10/07 15:45:00.0	25.95	-6.98	2.6	10.8
09/10/07 16:00:00.0	26.34	-7.55	2.5	10.1
09/10/07 16:15:00.0	26.34	-7.55	2.5	10.1
09/10/07 16:30:00.0	25.95	-6.98	2.6	10.8
09/10/07 16:45:00.0	25.95	-8.23	2.4	9.8
09/10/07 17:00:00.0	25.56	-7.64	2.5	10.5
09/10/07 17:15:00.0	25.17	-6.32	2.8	11.9
09/10/07 17:30:00.0	25.17	-7.1	2.6	11.2
09/10/07 17:45:00.0	25.17	-6.65	2.7	11.6
09/10/07 18:00:00.0	24.79	-7.4	2.5	11.2
09/10/07 18:15:00.0	24.01	-6.37	2.8	12.7
09/10/07 18:30:00.0	23.63	-6.67	2.7	12.7
09/10/07 18:45:00.0	23.24	-7.39	2.6	12.3
09/10/07 19:00:00.0	22.48	-6.88	2.7	13.4
09/10/07 19:15:00.0	21.71	-7.48	2.6	13.4
09/10/07 19:30:00.0	20.57	-6.26	2.8	15.8
09/10/07 19:45:00.0	18.28	-4.83	3.2	20.3
09/10/07 20:00:00.0	19.42	-6.23	2.8	17
09/10/07 20:15:00.0	19.42	-5.62	3	17.8
09/10/07 20:30:00.0	19.42	-6.23	2.8	17
09/10/07 20:45:00.0	19.42	-6.23	2.8	17
09/10/07 21:00:00.0	19.42	-6.23	2.8	17
09/10/07 21:15:00.0	19.42	-6.54	2.8	16.6
09/10/07 21:30:00.0	19.42	-6.54	2.8	16.6
09/10/07 21:45:00.0	19.42	-6.23	2.8	17
09/10/07 22:00:00.0	19.04	-5.64	3	18.2
09/10/07 22:15:00.0	18.66	-5.67	3	18.6
09/10/07 22:30:00.0	18.66	-5.95	2.9	18.2
09/10/07 22:45:00.0	18.28	-5.36	3	19.5
09/10/07 23:00:00.0	17.9	-5.68	3	19.5
09/10/07 23:15:00.0	17.14	-4.72	3.2	22
09/10/07 23:30:00.0	16.76	-5.28	3.1	21.6
09/10/07 23:45:00.0	16	-4.37	3.3	24.3
09/11/07 00:00:00.0	16	-4.37	3.3	24.3
09/11/07 00:15:00.0	15.23	-3.18	3.6	27.9
09/11/07 00:30:00.0	15.62	-4.69	3.2	24.3
09/11/07 00:45:00.0	15.62	-5.19	3.1	23.4
09/11/07 01:00:00.0	15.62	-4.69	3.2	24.3
09/11/07 01:15:00.0	15.62	-5.19	3.1	23.4
09/11/07 01:30:00.0	13.7	-4.5	3.3	27.9
09/11/07 01:45:00.0	14.09	-4.6	3.3	27
09/11/07 02:00:00.0	14.85	-5.34	3.1	24.3
09/11/07 02:15:00.0	14.09	-4.85	3.2	26.5
09/11/07 02:30:00.0	16.38	-5.84	3	21.2
