"survey_id","site_id","site_description","zone","decimal_longitude","decimal_latitude","geodetic_datum","terrestrial","year_deployed","year_retrieved","serial","sensor_type","sensor_part","interval","height","deployment_datetime","retrieval_datetime","status","hobo"
112,"CURTLK_LIT1","Curtis Lake, littoral zone 1","blowdown",-122.065106906995,46.2798300872958,"EPSG:4326",FALSE,2002,2002,"94759","pro series","H08-001-02",30,-19,2002-06-03 19:05:00,2002-07-16 12:45:00,"clean",TRUE
113,"CURTLK_RIP1","Curtis Lake, riparian zone 1","blowdown",-122.06502949604,46.2798024543952,"EPSG:4326",TRUE,2002,2002,"94742","pro series","H08-001-02",30,100,2002-06-03 19:05:00,2002-07-16 12:45:00,"clean",TRUE
114,"CURTLK_LIT2","Curtis Lake, littoral zone 2","blowdown",-122.065236996721,46.2798131510983,"EPSG:4326",FALSE,2002,2002,"94720","pro series","H08-001-02",30,-19,2002-06-03 19:14:00,2002-07-16 12:50:00,"clean",TRUE
115,"CURTLK_RIP2","Curtis Lake, riparian zone 2","blowdown",-122.065276850013,46.2797594772162,"EPSG:4326",TRUE,2002,2002,"94738","pro series","H08-001-02",30,100,2002-06-03 19:14:00,2002-07-16 12:50:00,"clean",TRUE
116,"CURTLK_LIT3","Curtis Lake, littoral zone 3","blowdown",-122.065416551599,46.2799406183786,"EPSG:4326",FALSE,2002,2002,"94721","pro series","H08-001-02",30,-22,2002-06-03 19:22:00,2002-07-16 12:54:00,"clean",TRUE
117,"CLWCRKT1_CW20","Clearwater Creek tributary, Clearwater 1 transect @20m, channel west","tephra fall",-121.988877623111,46.2845902938688,"EPSG:4326",TRUE,2002,2002,"399739","pro series","H08-032-08",10,50,2002-07-11 12:12:00,2002-11-06 00:00:00,"clean",TRUE
118,"CLWCRKT1_CW60","Clearwater Creek tributary, Clearwater 1 transect @60m, channel west","tephra fall",-121.98938166041,46.2847117499456,"EPSG:4326",TRUE,2002,2002,"492642","pro series","H08-032-08",10,50,2002-07-11 12:46:00,2002-11-06 00:00:00,"clean",TRUE
119,"CLWCRKT1_CE104","Clearwater Creek tributary, Clearwater 1 transect @104m, channel east","tephra fall",-121.989816337411,46.285075589727,"EPSG:4326",TRUE,2002,2002,"399741","pro series","H08-032-08",10,50,2002-07-11 13:04:00,2002-11-06 00:00:00,"clean",TRUE
120,"CLWCRKT1_CE140","Clearwater Creek tributary, Clearwater 1 transect @140m, channel east","tephra fall",-121.990242835929,46.2851783569312,"EPSG:4326",TRUE,2002,2002,"492638","pro series","H08-032-08",10,96,2002-07-11 13:50:00,2002-11-06 00:00:00,"clean",TRUE
121,"CLWCRKT1_CE180","Clearwater Creek tributary, Clearwater 1 transect @180m, channel east","tephra fall",-121.990759861088,46.2852999216227,"EPSG:4326",TRUE,2002,2002,"492639","pro series","H08-032-08",10,50,2002-07-11 14:06:00,2002-11-06 00:00:00,"clean",TRUE
122,"BEANCMC_CE98","Bean Creek, Bean Creek CMC transect, @98m, channel east","blowdown",-122.089170720988,46.2822653188719,"EPSG:4326",TRUE,2002,2002,"492643","pro series","H08-032-08",10,50,2002-07-11 16:54:00,2002-11-06 00:00:00,"clean",TRUE
123,"BEANCMC_CW60","Bean Creek, Bean Creek CMC transect, @60m, channel west","blowdown",-122.089176537249,46.2819143672533,"EPSG:4326",TRUE,2002,2002,"492637","pro series","H08-032-08",10,50,2002-07-11 17:10:00,2002-11-06 00:00:00,"clean",TRUE
124,"BEANCMC_CE20","Bean Creek, Bean Creek CMC transect, @20m, channel east","blowdown",-122.088674536517,46.2816583683089,"EPSG:4326",TRUE,2002,2002,"399738","pro series","H08-032-08",10,50,2002-07-11 17:26:00,2002-11-06 00:00:00,"clean",TRUE
125,"BEANCMC_CW140","Bean Creek, Bean Creek CMC transect, @140m, channel west","blowdown",-122.089594258759,46.2825566906152,"EPSG:4326",TRUE,2002,2002,"492645","pro series","H08-032-08",10,50,2002-07-11 17:59:00,2002-11-06 00:00:00,"clean",TRUE
126,"BEANCMC_CW180","Bean Creek, Bean Creek CMC transect, @180m, channel west","blowdown",-122.089809538211,46.2828824027685,"EPSG:4326",TRUE,2002,2002,"492644","pro series","H08-032-08",10,50,2002-07-11 18:20:00,2002-11-06 00:00:00,"clean",TRUE
127,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2002,2002,,"pro series","H08-001-02",120,-100,2002-07-31 14:33:00,2002-10-15 14:33:00,"clean",TRUE
128,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2002,2002,,"pro series","H08-001-02",120,-500,2002-07-31 17:30:00,2002-10-15 14:34:00,"clean",TRUE
129,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2002,2003,,"pro series","H08-001-02",210,-500,2002-10-26 15:30:00,2003-07-04 14:00:00,"clean",TRUE
130,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2002,2003,,"pro series","H08-001-02",210,-100,2002-10-26 17:24:00,2003-07-04 14:54:00,"clean",TRUE
131,"M54","Maratta pond M54 rebar","debris avalanche",-122.281580224829,46.2914931982222,"EPSG:4326",TRUE,2003,2003,,,,15,100,2003-04-29 11:00:00,2003-07-09 14:55:00,"clean",FALSE
132,"M21","Maratta pond M21","debris avalanche",-122.281984307974,46.2913697377672,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",15,-80,2003-04-29 11:15:00,2003-07-09 14:55:00,"clean",FALSE
133,"H25","Hummocks pond H25","debris avalanche",-122.268702485391,46.2806656463434,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",15,-85,2003-04-29 12:00:00,2003-07-01 11:00:00,"clean",FALSE
134,"MARALK","Maratta Lake","debris avalanche",-122.280304263236,46.2937531515793,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",15,-26,2003-04-29 12:45:00,2003-07-03 12:00:00,"clean",FALSE
135,"H02B","Hummocks pond H02B","debris avalanche",-122.268828905542,46.2828714378769,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",,-30,2003-04-29 14:10:00,2003-08-04 12:00:00,"lost",FALSE
136,"H25","Hummocks pond H25 rebar","debris avalanche",-122.26895967619,46.2808472897586,"EPSG:4326",TRUE,2003,2003,,,,15,100,2003-04-29 14:25:00,2003-07-01 11:00:00,"clean",FALSE
137,"METALK_LIT1","Meta Lake, littoral zone 1","blowdown",-122.081049548101,46.2959522357411,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",15,-30,2003-05-02 20:00:00,2002-06-23 12:05:00,"lost",FALSE
138,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2003,2003,"399739","pro series","H08-032-08",12,50,2003-05-20 10:15:00,2003-10-24 14:58:00,"clean",TRUE
139,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2003,2003,"492638","pro series","H08-032-08",12,50,2003-05-20 10:25:00,2003-10-24 15:04:00,"clean",TRUE
140,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2003,2003,"492639","pro series","H08-032-08",12,50,2003-05-20 10:55:00,2003-10-24 15:02:00,"clean",TRUE
141,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2003,2003,"492642","pro series","H08-032-08",12,50,2003-05-20 11:20:00,2003-10-24 15:01:00,"clean",TRUE
142,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2003,2003,"492637","pro series","H08-032-08",12,50,2003-05-20 11:30:00,2003-10-24 14:58:00,"clean",TRUE
143,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2003,2003,"399738","pro series","H08-032-08",8,50,2003-05-20 11:30:00,2003-10-24 14:56:00,"clean",TRUE
144,"METALK_LIM","Meta Lake, limnetic zone","blowdown",-122.082395997358,46.2969620418604,"EPSG:4326",FALSE,2003,2004,,"pro series","H08-001-02",72,-100,2003-05-20 17:30:00,2004-07-26 11:00:00,"lost",FALSE
145,"METALK_LIM","Meta Lake, limnetic zone","blowdown",-122.082395997358,46.2969620418604,"EPSG:4326",FALSE,2003,2004,,"pro series","H08-001-02",72,-100,2003-05-20 17:30:00,2004-07-26 11:00:00,"lost",FALSE
146,"METALK_LIM","Meta Lake, limnetic zone","blowdown",-122.082395997358,46.2969620418604,"EPSG:4326",FALSE,2003,2004,,"pro series","H08-001-02",72,-715,2003-05-20 17:30:00,2004-07-26 11:00:00,"lost",FALSE
147,"METALK_LIM","Meta Lake, limnetic zone","blowdown",-122.082395997358,46.2969620418604,"EPSG:4326",FALSE,2003,2004,,"pro series","H08-001-02",72,-715,2003-05-20 17:30:00,2004-07-26 11:00:00,"lost",FALSE
148,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",30,-500,2003-07-06 14:00:00,2003-09-13 15:00:00,"clean",TRUE
149,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2003,2003,,"pro series","H08-001-02",30,-100,2003-07-06 14:04:00,2003-09-13 14:01:00,"clean",TRUE
150,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2003,2004,"491556","pro series","H08-001-02",60,-500,2003-09-13 15:00:00,2004-07-25 17:45:00,"clean",TRUE
151,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2003,2004,"491560","pro series","H08-001-02",60,-100,2003-09-13 15:01:00,2004-07-25 17:01:00,"clean",TRUE
152,"METALK_LIT1","Meta Lake, littoral zone 1","blowdown",-122.081049548101,46.2959522357411,"EPSG:4326",FALSE,2004,2004,"491574","pro series","H08-001-02",10,,2004-05-11 15:30:00,2004-06-17 00:00:00,"clean",TRUE
153,"METALK_LIT2","Meta Lake, littoral zone 2","blowdown",-122.081032049642,46.2962220929004,"EPSG:4326",FALSE,2004,2004,"491580","pro series","H08-001-02",10,,2004-05-11 15:30:00,2004-06-17 00:00:00,"clean",TRUE
154,"METALK_LIT3","Meta Lake, littoral zone 3","blowdown",-122.081077957421,46.2965824589431,"EPSG:4326",FALSE,2004,2004,"491572","pro series","H08-001-02",10,,2004-05-11 15:30:00,2004-06-17 00:00:00,"clean",TRUE
155,"METALK_RIP1","Meta Lake, riparian zone 1","blowdown",-122.081037619648,46.2958891403741,"EPSG:4326",TRUE,2004,2004,"491576","pro series","H08-001-02",10,100,2004-05-11 15:30:00,2004-07-04 23:00:00,"clean",TRUE
156,"METALK_RIP2","Meta Lake, riparian zone 2","blowdown",-122.08087596098,46.2962388380428,"EPSG:4326",TRUE,2004,2004,"491567","pro series","H08-001-02",10,100,2004-05-11 15:30:00,2004-07-04 23:00:00,"clean",TRUE
157,"METALK_RIP3","Meta Lake, riparian zone 3","blowdown",-122.080948886415,46.2965364218491,"EPSG:4326",TRUE,2004,2004,"491579","pro series","H08-001-02",10,100,2004-05-11 15:30:00,2004-07-04 23:00:00,"clean",TRUE
158,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2004,2004,"491573","pro series","H08-001-02",30,-500,2004-07-25 18:00:00,2004-09-21 18:00:00,"clean",TRUE
159,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2004,2004,"491575","pro series","H08-001-02",30,-100,2004-07-25 18:04:00,2004-09-21 17:34:00,"clean",TRUE
160,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2004,2005,"491584","pro series","H08-001-02",60,-500,2004-09-21 18:00:00,2005-05-11 12:00:00,"clean",TRUE
161,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2004,2005,"491579","pro series","H08-001-02",60,-100,2004-09-21 18:05:00,2005-05-11 11:05:00,"clean",TRUE
162,"METALK_LIT1","Meta Lake, littoral zone 1","blowdown",-122.081049548101,46.2959522357411,"EPSG:4326",FALSE,2005,2005,"491558","pro series","H08-001-02",15,-35,2005-03-11 13:20:00,2005-06-20 00:00:00,"clean",TRUE
163,"METALK_RIP2","Meta Lake, riparian zone 2","blowdown",-122.08087596098,46.2962388380428,"EPSG:4326",TRUE,2005,2005,"491574","pro series","H08-001-02",15,98,2005-03-11 14:18:00,2005-11-01 08:30:00,"clean",TRUE
164,"METALK_RIP3","Meta Lake, riparian zone 3","blowdown",-122.080948886415,46.2965364218491,"EPSG:4326",TRUE,2005,2005,"491556","pro series","H08-001-02",15,120,2005-03-11 14:28:00,2005-11-01 08:30:00,"clean",TRUE
165,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2005,2005,"491559","pro series","H08-001-02",30,-100,2005-05-11 12:05:00,2005-08-30 17:05:00,"clean",TRUE
166,"TEPFOR","Tephra Forest","tephra fall",-122.010804379296,46.3068679552083,"EPSG:4326",TRUE,2005,2005,"492645","pro series","H08-032-08",15,100,2005-05-31 12:45:00,2005-10-03 08:06:00,"clean",TRUE
167,"TEPCUT","Tephra Clearcut","tephra fall",-122.006109914231,46.3079342323427,"EPSG:4326",TRUE,2005,2005,"492644","pro series","H08-032-08",15,100,2005-05-31 14:05:00,2005-10-03 08:07:00,"clean",TRUE
168,"BLDCUT","Blowdown Clearcut","blowdown",-122.080663315663,46.2662672955813,"EPSG:4326",TRUE,2005,2005,"399739","pro series","H08-032-08",15,100,2005-05-31 16:50:00,2005-10-03 08:09:00,"clean",TRUE
169,"REFFOR","Reference Forest","reference",-121.810558509788,46.487305173214,"EPSG:4326",TRUE,2005,2005,"492643","pro series","H08-032-08",15,100,2005-06-01 09:35:00,2005-10-03 07:55:00,"clean",TRUE
170,"REFCUT","Reference Clearcut","reference",-121.804091592153,46.4851228078104,"EPSG:4326",TRUE,2005,2005,"492646","pro series","H08-032-08",15,100,2005-06-01 10:40:00,2005-10-03 07:57:00,"clean",TRUE
171,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2005,2005,"492641","pro series","H08-032-08",15,100,2005-06-01 13:20:00,2005-10-03 07:59:00,"clean",TRUE
172,"BLDFOR","Blowdown Forest","blowdown",-122.085150075712,46.3031130581807,"EPSG:4326",TRUE,2005,2005,"492639","pro series","H08-032-08",15,100,2005-06-01 16:45:00,2005-10-03 08:08:00,"clean",TRUE
173,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2005,2006,"491571","pro series","H08-001-02",60,-500,2005-08-30 17:10:00,2006-07-02 16:00:00,"clean",TRUE
174,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2005,2006,"491568","pro series","H08-001-02",60,-100,2005-08-30 17:54:00,2006-07-02 14:54:00,"clean",TRUE
175,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2005,2006,"491572","pro series","H08-001-02",60,-100,2005-09-10 12:11:00,2006-07-02 15:11:00,"clean",TRUE
176,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2005,2006,"491561","pro series","H08-001-02",60,-500,2005-09-10 12:21:00,2006-07-02 15:21:00,"clean",TRUE
177,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2006,2006,"399743","pro series","H08-032-08",30,100,2006-07-01 08:25:00,2006-10-11 08:00:00,"clean",TRUE
178,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2006,2006,"492640","pro series","H08-032-08",30,100,2006-07-01 08:50:00,2006-10-11 08:00:00,"clean",TRUE
179,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2006,2006,"399738","pro series","H08-032-08",30,100,2006-07-01 08:50:00,2006-10-11 08:00:00,"clean",TRUE
180,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2006,2006,"492646","pro series","H08-032-08",30,100,2006-07-01 09:05:00,2006-10-11 08:00:00,"clean",TRUE
181,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2006,2006,"492641","pro series","H08-032-08",30,100,2006-07-01 09:10:00,2006-10-11 08:00:00,"clean",TRUE
182,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2006,2006,"492643","pro series","H08-032-08",30,100,2006-07-01 09:25:00,2006-10-11 08:00:00,"clean",TRUE
183,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2006,2006,"492639","pro series","H08-032-08",30,100,2006-07-01 09:40:00,2006-10-11 08:00:00,"clean",TRUE
184,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2006,2006,"492644","pro series","H08-032-08",30,100,2006-07-01 11:45:00,2006-10-11 08:00:00,"clean",TRUE
185,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2006,2006,"399739","pro series","H08-032-08",30,100,2006-07-01 12:10:00,2006-10-11 08:00:00,"clean",TRUE
186,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2006,2006,"492645","pro series","H08-032-08",30,100,2006-07-01 13:00:00,2006-10-11 08:00:00,"clean",TRUE
187,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2006,2006,"399740","pro series","H08-032-08",30,100,2006-07-01 13:20:00,2006-10-11 08:00:00,"clean",TRUE
188,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2006,2006,"399742","pro series","H08-032-08",30,100,2006-07-01 14:20:00,2006-10-11 08:00:00,"clean",TRUE
189,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2006,2006,"491562","pro series","H08-001-02",30,-500,2006-07-02 16:00:00,2006-10-11 11:00:00,"clean",TRUE
190,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2006,2006,"491578","pro series","H08-001-02",30,-100,2006-07-02 16:20:00,2006-10-11 10:50:00,"clean",TRUE
191,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2006,2006,"491569","pro series","H08-001-02",30,-100,2006-07-02 16:22:00,2006-10-11 10:52:00,"clean",TRUE
192,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2006,2006,"491585","pro series","H08-001-02",30,-500,2006-07-02 16:28:00,2006-10-11 10:58:00,"clean",TRUE
193,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2006,2006,"492647","pro series","H08-032-08",30,100,2006-07-04 08:03:00,2006-10-11 08:00:00,"clean",TRUE
194,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2006,2007,"491572","pro series","H08-001-02",60,-100,2006-10-11 12:22:00,2007-06-14 16:22:00,"clean",TRUE
195,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2006,2007,"491568","pro series","H08-001-02",60,-500,2006-10-11 12:29:00,2007-09-04 16:29:00,"clean",TRUE
196,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2007,2007,"491574","pro series","H08-001-02",30,-100,2007-06-14 17:00:00,2007-09-04 17:00:00,"clean",TRUE
197,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2007,2007,"1032865","pro series","H08-032-08",15,100,2007-06-19 09:50:00,2007-10-05 16:00:00,"clean",TRUE
198,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2007,2007,"1032866","pro series","H08-032-08",15,100,2007-06-19 10:15:00,2007-10-05 16:00:00,"clean",TRUE
199,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2007,2007,"492643","pro series","H08-032-08",15,100,2007-06-19 11:25:00,2007-10-05 16:00:00,"clean",TRUE
200,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2007,2007,"399738","pro series","H08-032-08",15,100,2007-06-19 11:38:00,2007-10-05 16:00:00,"clean",TRUE
201,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2007,2007,"491569","pro series","H08-001-02",30,-500,2007-06-20 17:00:00,2007-09-04 17:30:00,"clean",TRUE
202,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2007,2007,"399740","pro series","H08-032-08",15,100,2007-06-21 07:05:00,2007-10-05 16:00:00,"clean",TRUE
203,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2007,2007,"399739","pro series","H08-032-08",15,100,2007-06-21 07:35:00,2007-10-05 16:00:00,"clean",TRUE
204,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2007,2007,"492637","pro series","H08-032-08",15,100,2007-06-21 08:00:00,2007-10-05 16:00:00,"clean",TRUE
205,"PPWET1","Pumice Plain Wetland #1","pyroclastic flow",-122.173128524109,46.2487124942667,"EPSG:4326",TRUE,2007,2007,"399741","pro series","H08-032-08",15,100,2007-06-21 09:15:00,2007-10-05 16:00:00,"clean",TRUE
206,"PPUPL1","Pumice Plain Upland #1","pyroclastic flow",-122.176838117238,46.247020266064,"EPSG:4326",TRUE,2007,2007,"1032864","pro series","H08-032-08",15,100,2007-06-21 09:40:00,2007-10-05 16:00:00,"clean",TRUE
207,"PPCAST","Pumice Plain Castilleja","pyroclastic flow",-122.158489220598,46.244861677207,"EPSG:4326",TRUE,2007,2007,"492645","pro series","H08-032-08",15,100,2007-06-21 09:45:00,2007-10-05 16:00:00,"clean",TRUE
208,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2007,2007,"492644","pro series","H08-032-08",15,100,2007-06-21 10:40:00,2007-10-05 16:00:00,"clean",TRUE
209,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2007,2007,"492646","pro series","H08-032-08",15,100,2007-06-21 10:55:00,2007-10-05 16:00:00,"clean",TRUE
210,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2007,2007,"492639","pro series","H08-032-08",15,100,2007-06-21 13:30:00,2007-10-05 16:00:00,"clean",TRUE
211,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2007,2007,"492638","pro series","H08-032-08",15,100,2007-06-21 14:10:00,2007-10-05 16:00:00,"clean",TRUE
212,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2007,2008,"491561","pro series","H08-001-02",60,-500,2007-09-04 18:00:00,2008-08-07 08:00:00,"clean",TRUE
213,"DUCKBE","Duck Bay East","Spirit Lake",-122.146269880492,46.2507020762844,"EPSG:4326",FALSE,2007,2008,"491558","pro series","H08-001-02",60,-100,2007-09-04 18:00:00,2008-07-31 08:00:00,"clean",TRUE
214,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2007,2008,"491578","pro series","H08-001-02",60,-500,2007-09-04 18:00:00,2008-07-31 08:00:00,"clean",TRUE
215,"DUCKBW","Duck Bay West","Spirit Lake",-122.149234001459,46.254495167354,"EPSG:4326",FALSE,2007,2008,"491583","pro series","H08-001-02",60,-100,2007-09-04 18:00:00,2008-07-31 10:00:00,"clean",TRUE
216,"PPUPL2","Pumice Plain Upland #2","pyroclastic flow",-122.159784968838,46.2526022006146,"EPSG:4326",TRUE,2008,2008,"492646","pro series","H08-032-08",15,100,2008-06-23 15:00:00,2008-10-06 14:00:00,"clean",TRUE
217,"PPWET2","Pumice Plain Wetland #2","pyroclastic flow",-122.158106506131,46.2546148491271,"EPSG:4326",TRUE,2008,2008,"492644","pro series","H08-032-08",15,100,2008-06-23 15:25:00,2008-10-06 14:00:00,"clean",TRUE
218,"BSTCRK","Basalt Creek Riparian","pyroclastic flow",-122.161689462774,46.2434091890031,"EPSG:4326",TRUE,2008,2008,"492639","pro series","H08-032-08",15,100,2008-06-23 15:55:00,2008-10-06 14:00:00,"clean",TRUE
219,"WILSPU","Willow Springs Upland","pyroclastic flow",-122.16352210257,46.2423156126896,"EPSG:4326",TRUE,2008,,,"pro series","H08-032-08",15,100,2008-06-23 16:05:00,,"lost",FALSE
220,"RDRCRK","Red Rock Creek Riparian","pyroclastic flow",-122.159147409643,46.2374415171224,"EPSG:4326",TRUE,2008,,"492643","pro series","H08-032-08",15,100,2008-06-23 16:18:00,,"lost",TRUE
221,"RDRUPL","Red Rock Creek Upland","pyroclastic flow",-122.159865611179,46.2388237986033,"EPSG:4326",TRUE,2008,2008,"399738","pro series","H08-032-08",15,100,2008-06-23 16:30:00,2008-10-06 14:00:00,"clean",TRUE
222,"WILSPR","Willow Springs Riparian","pyroclastic flow",-122.164728841296,46.2431434358642,"EPSG:4326",TRUE,2008,2008,"399740","pro series","H08-032-08",15,100,2008-06-23 16:45:00,2008-10-06 14:00:00,"clean",TRUE
223,"PMPWEB","Pumice Plain Web","pyroclastic flow",-122.165432664036,46.2471985745646,"EPSG:4326",TRUE,2008,2008,"492637","pro series","H08-032-08",15,100,2008-06-23 17:05:00,2008-10-06 14:00:00,"clean",TRUE
224,"FORCRK","Forsyth Creek Riparian","pyroclastic flow",-122.165589605975,46.2282907027212,"EPSG:4326",TRUE,2008,2008,"1032865","pro series","H08-032-08",15,100,2008-06-24 10:45:00,2008-10-06 14:00:00,"clean",TRUE
225,"FORUPL","Forsyth Creek Upland","pyroclastic flow",-122.169240747478,46.2269582901427,"EPSG:4326",TRUE,2008,2008,"1032866","pro series","H08-032-08",15,100,2008-06-24 11:00:00,2008-10-06 14:00:00,"clean",TRUE
226,"PMPGRN","Pumice Plain Greenery","pyroclastic flow",-122.151754042822,46.2282068810986,"EPSG:4326",TRUE,2008,2008,"492638","pro series","H08-032-08",15,100,2008-06-24 15:00:00,2008-10-06 14:00:00,"clean",TRUE
